OaSIS profile code,Main duties
85121,"Spray and dust trees, shrubs, lawns and gardens, as directed, to control insects and disease"
85121,Perform other manual duties to clean and maintain landscaped environments.
90010,"Plan, organize, direct, control and evaluate the operations of a manufacturing establishment or the operations or production department of a manufacturing establishment"
90010,"Develop and implement plans to efficiently use materials, labour and equipment to meet production targets"
90010,Plan and manage the establishment of departmental budget
90010,Develop production schedules and maintain an inventory of raw materials and finished products
90010,"Plan and implement changes to machinery and equipment, production systems and methods of work"
90010,Direct quality control inspection system and develop production reporting procedures
90010,Develop equipment maintenance schedules and recommend the replacement of machines
90010,"Hire, supervise and train or oversee training of employees in the use of new equipment or production techniques."
90011.01,"Manage water filtration, purification processes and pumping operations, schedule and oversee the maintenance of plant equipment and prepare reports on water supply and water quality."
90011.02,"Manage the operations of electrical power distribution systems including generating stations, transmission stations and distribution networks. They may also plan and direct the distribution activities of a municipal electrical power establishment."
90011.03,"Manage the delivery of gas to consumers, monitor supply inventories and control the recording of injections and withdrawals"
90011.03,Plan and direct the distribution of heating oil products to retail distributors and regional storage sites.
90011.04,"Manage the operations of a sewage treatment plant, schedule and direct maintenance of plant equipment, and prepare reports on water quality."
90011.05,"Manage solid or liquid waste collection and disposal systems, train drivers in how to handle waste and ensure safe operation of disposal facilities."
92010,"Supervise, coordinate and schedule the activities of workers engaged in the following duties: operating single or multi-function mineral and metal processing machinery and equipment; operating mouldmaking and coremaking machines or manually make moulds and cores; operating glass process control, forming and finishing machines; operating concrete, clay and stone forming and finishing machines; and operating cement process control machines and equipment"
92010,Establish methods to meet work schedules and coordinate work activities with other departments
92010,Requisition materials and supplies
92010,Resolve work problems and recommend work measures to improve productivity and product quality
92010,"Train staff in job duties, safety procedures and company policies"
92010,Recommend personnel actions such as hirings and promotions
92010,Prepare production and other reports
92010,May set up machines and equipment.
92011,"Supervise, coordinate and schedule the activities of workers who operate petroleum refineries, chemical plants, water and waste treatment plants and equipment, pipelines, heating plants and power stations and systems"
92011,"Identify, investigate, correct and document potential environmental and safety problems"
92011,Establish methods to meet work schedules and coordinate work activities with other departments
92011,Resolve work problems and recommend measures to improve productivity and product quality
92011,Provide information for maintenance plans to ensure that maintenance and production objectives are met
92011,Requisition materials and supplies
92011,"Train staff in job duties, safety procedures and company policy"
92011,Recommend personnel actions such as hirings and promotions
92011,Prepare production and other reports and develop and manage operating budget for area of responsibility
92011,"May also supervise, coordinate and schedule the activities of trades workers, labourers or other workers."
92012,"Supervise, coordinate and schedule the activities of workers who process, package, test and grade food and beverage products"
92012,Establish methods to meet work schedules and coordinate work activities with other departments
92012,Resolve work problems and recommend measures to improve productivity and product quality
92012,Requisition materials and supplies
92012,"Train staff in job duties, safety procedures and company policy"
92012,Recommend personnel actions such as hirings and promotions
92012,Prepare production and other reports.
92013,"Supervise, coordinate and schedule the activities of production workers who operate processing machines and who fabricate, assemble, finish or inspect plastic or rubber parts and products"
92013,Establish methods to meet work schedules and coordinate work activities with other departments
92013,Resolve work problems and recommend measures to improve productivity and product quality
92013,Requisition materials and supplies
92013,"Train staff in job duties, safety procedures and company policies"
92013,Recommend personnel actions such as hirings and promotions
92013,Prepare production and other reports
92013,May set up machines and equipment.
92014,"Supervise, coordinate and schedule the activities of workers who operate pulp and paper mills, paper converting mills, sawmills, planing mills, plywood, waferboard and other wood and paper products mills"
92014,Ensure that systems and equipment are operating efficiently and that proper maintenance and repairs are performed
92014,Establish methods to meet work schedules and coordinate work activities with other departments
92014,Resolve work problems and recommend measures to improve productivity and product quality
92014,Requisition materials and supplies
92014,"Train staff in job duties, safety procedures and company policies"
92014,Recommend personnel actions such as hirings and promotions and administer the collective agreement
92014,Prepare production and other reports
92014,Monitor safety conditions
92014,May set up machines and equipment.
92015,"Supervise, coordinate and schedule the activities of production workers who operate machines to process natural, synthetic and hybrid textile fibre, yarn and thread; bleach, dye and finish textiles; operate manufacturing machines to cut, stitch and produce fabric, fur or leather garments and other products; and inspect textile products"
92015,Establish methods to meet work schedules and coordinate work activities with other departments
92015,Resolve work problems and recommend measures to improve productivity and product quality
92015,Requisition materials and supplies
92015,"Train staff in job duties, safety procedures and company policies"
92015,Recommend personnel actions such as hirings and promotions
92015,Prepare production and other reports
92015,May set up machines and equipment.
92020,"Supervise, coordinate and schedule the activities of workers in motor vehicle manufacturing production departments such as body shop, chassis, paint, trim and hardware and final assembly"
92020,Establish methods to meet work schedules and coordinate work activities with other departments
92020,Resolve work problems and recommend measures to improve productivity and product quality
92020,"Train staff in job duties, safety procedures and company policies"
92020,Requisition materials and supplies
92020,Recommend personnel actions such as hirings and promotions
92020,Prepare production and other reports.
92021,"Supervise, coordinate and schedule the activities of workers who assemble, fabricate, inspect and test electronic and electromechanical assemblies, subassemblies, parts and components or activities of workers who assemble, fabricate and inspect various types of electrical apparatus and equipment such as electrical appliances, batteries, electric motors, transformers and generators and electrical switchgear and control equipment"
92021,Establish methods to meet work schedules and coordinate work activities with other departments
92021,Resolve work problems and recommend work measures to improve productivity
92021,Requisition materials and supplies
92021,"Train workers in job duties, safety procedures and company policies and recommend personnel actions such as hirings and promotions"
92021,Ensure safety rules and regulations are followed
92021,Prepare production and other reports
92021,May set up machines and equipment
92021,"Supervise, coordinate and schedule the activities of related helpers and labourers."
92022,"Supervise, coordinate and schedule the activities of workers who assemble furniture and fixtures of any materials, operate woodworking machines and finish furniture to specified colour or finish"
92022,Establish methods to meet work schedules and coordinate work activities with other departments
92022,Resolve work problems and recommend work measures to improve productivity and product quality
92022,Requisition materials and supplies
92022,"Train staff in job duties, safety procedures and company policy"
92022,Recommend personnel actions such as hirings and promotions
92022,Prepare production and other reports.
92023,"Supervise, coordinate and schedule activities of workers who assemble and inspect products such as aircraft, buses, heavy trucks, transmissions, automobile engines and refrigeration and heating equipment"
92023,Establish methods to meet work schedules and coordinate work activities with other departments
92023,Resolve work problems and recommend measures to improve productivity and product quality
92023,Requisition materials and supplies
92023,"Train staff in job duties, safety procedures and company policies"
92023,Recommend personnel actions such as hirings and promotions
92023,Prepare production and other reports
92023,May set up machines and equipment.
92024,"Supervise, coordinate and schedule activities of workers who assemble, fabricate and inspect products, such as jewellery, clocks, watches, bicycles, millwork, sporting goods and toys"
92024,Establish methods to meet work schedules and coordinate work activities with other departments
92024,Resolve work problems and recommend measures to improve productivity and product quality
92024,Requisition materials and supplies
92024,"Train workers in job duties, safety procedures and company policies"
92024,Recommend personnel actions such as hirings and promotions
92024,Prepare production and other reports
92024,May set up machines and equipment.
92100.01,Power engineers
92100.01,"Operate automated or computerized control systems, stationary engines and auxiliary equipment such as reactors, boilers, turbines, generators, pumps, compressors, pollution control devices and other equipment to generate electrical power and to provide light, heat, ventilation and refrigeration for buildings, industrial plants and other work sites"
92100.01,"Start up and shut down power plant equipment, control switching operations, regulate water levels and communicate with systems operators to regulate and coordinate transmission loads, frequency and line voltages"
92100.01,"Monitor and inspect plant equipment, computer terminals, switches, valves, gauges, alarms, meters and other instruments to measure temperature, pressure and fuel flow to detect leaks or other equipment malfunctions and to ensure plant equipment is operating at maximum efficiency"
92100.01,Analyze and record instrument readings and equipment malfunctions
92100.01,Troubleshoot and perform corrective action and minor repairs to prevent equipment or system failure
92100.01,Respond to emergency situations if required
92100.01,"Clean and lubricate generators, turbines, pumps and compressors and perform other routine equipment maintenance duties using appropriate lubricants and hand, power and precision tools"
92100.01,"Maintain a daily log of operation, maintenance and safety activities, and write reports on plant operation and non-compliance"
92100.01,"May assist in the development of operation, maintenance and safety procedures."
92100.02,Power systems operators
92100.02,Operate and monitor computerized switchboards and auxiliary equipment in electrical control centres to control the distribution and to regulate the flow of electrical power in the transmission network
92100.02,"Coordinate, schedule and direct generating station and substation power loads and line voltages to meet distribution demands during daily operations, system outages, repairs and importing or exporting of power"
92100.02,"Monitor and visually inspect station instruments, meters and alarms to ensure transmission voltages and line loadings are within prescribed limits and to detect equipment failure, line disturbances and outages"
92100.02,"Issue work and test permits to electrical and mechanical maintenance personnel, assist maintenance and technical personnel to locate and isolate system problems, and assist during routine system testing"
92100.02,"Complete and maintain station records, logs and reports."
92101.01,Water treatment plant operators
92101.01,Operate and monitor computerized control systems and related equipment in water filtration and treatment plants to regulate the treatment and distribution of water
92101.01,Monitor and inspect plant equipment and systems to detect equipment malfunctions and to ensure plant systems are operating normally
92101.01,"Read flow meters, gauges and other recording instruments to measure water output and consumption levels, bacterial content, chlorine and fluoride levels"
92101.01,"Collect and test water samples for chemical and bacterial content, analyze test results and instrument readings and make adjustments to plant equipment and systems to ensure quality control"
92101.01,Provide verbal or written instructions for process control changes to waterworks system to ensure water produced meets standardized quality requirements
92101.01,Perform security checks in plant and on grounds
92101.01,Respond to public enquiries regarding water quality issues and emergencies
92101.01,"Complete and maintain plant logs, reports and statistics"
92101.01,May perform minor maintenance or assist skilled tradespersons with installation and repair of plant machinery
92101.01,"May measure, mix and transport chemicals to maintain feed stocks."
92101.02,Liquid waste plant operators
92101.02,"Operate and monitor computerized control systems and related equipment in wastewater treatment, sewage treatment and liquid waste plants to regulate the flow of sewage through settling, aeration and digestion tanks, and to treat and dispose of sewage and wastes"
92101.02,"Patrol plant to check pumps, motors, filters, chlorinators and other plant equipment; monitor and read gauges, meters and other recording instruments to detect equipment malfunctions and ensure plant systems and equipment are operating within prescribed limits"
92101.02,Test and adjust chemical feed rates to ensure that disinfection processes meet quality standards
92101.02,"Collect waste and sewage samples, test and analyze results and make adjustments to plant equipment and systems as required"
92101.02,Perform security checks in plant and on grounds
92101.02,Complete and maintain plant logs and reports
92101.02,Perform preventive maintenance on plant equipment to ensure that the facility operates in accordance with required standards
92101.02,May assist skilled tradespersons with installation and repair of plant machinery.
93100,"Coordinate and monitor the operation of a particular aspect of mineral ore, metal and cement processing production through control panels, computer terminals or other control systems, usually from a central control room"
93100,"Operate multi-function central process control machinery to grind, separate, filter, melt, roast, treat, refine or otherwise process mineral ores"
93100,"Observe computer printouts, video monitors and gauges to verify specified processing conditions and to make necessary adjustments"
93100,"Coordinate and supervise production crew such as machine and process operators, tenders, assistants and helpers"
93100,Start up and shut down the production system in cases of emergency or as required by schedule
93100,Provide or organize training for members of production crew
93100,Maintain shift log of production and other data and prepare production and other reports.
93101,Operate electronic or computerized control panel from a central control room to monitor and optimize physical and chemical processes for several processing units
93101,"Control process start-up, shut-down and troubleshooting"
93101,Monitor outside process equipment
93101,"Adjust equipment, valves, pumps and controls and process equipment"
93101,Authorize or co-sign maintenance work orders
93101,"Shut down, isolate and prepare process units or production equipment for maintenance"
93101,"Sample products, perform tests, record data, carry out statistical process control on process operations, and write production logs"
93101,"Develop operating procedures for normal operation, start-up or shut-down of unit"
93101,Participate in safety audits and programs and provide emergency response when required
93101,Ensure adherence to safety and environmental regulations
93101,May rotate between different processing units during shift cycles
93101,May work in a team with shared supervisory responsibilities and participate in training other workers
93101,May be cross-trained in a skilled trade and work in the trade during shift cycles.
93102,"Operate, coordinate and monitor pulping, papermaking and papercoating process equipment from central control room or machine consoles and control panels in equipment cabins to control process operations and machinery in the production of pulp and paper"
93102,"Control the processing of wood, scrap pulp, recyclable paper, cellulose materials, pulp paper and paperboard and monitor the chemical and physical process operations using a distributed control system and process computers"
93102,"Observe panel indicators, gauges, video monitors and other instruments to detect equipment malfunctions and ensure pulping, papermaking and coating processes are operating according to process specifications"
93102,"Analyze instrument readings and production test samples and make adjustments or direct other pulp mill, papermaking and finishing machine operators to make adjustments to pulp production, papermaking and coating process and equipment as required"
93102,Complete and maintain production reports.
93200.01,Aircraft assemblers
93200.01,Read and interpret aircraft assembly diagrams
93200.01,"Assemble and fit pre-fabricated parts to form subassemblies, working at benches or directly on an aircraft structure"
93200.01,"Assemble, fit and install pre-fabricated parts and subassemblies such as aircraft skins, flight controls, rigging, hydraulics and other mechanical systems."
93200.02,Aircraft assembly inspectors
93200.02,"Inspect aircraft assemblies, using measuring and testing equipment, for adherence to engineering specifications"
93200.02,"Inspect assemblies for alignment, symmetry, dimensions, fit and quality of workmanship"
93200.02,Complete detailed inspection documentation.
94100,"Set up, prepare and adjust mineral ore, metal and cement processing machinery to carry out one step in the overall mineral ore or metal processing operation"
94100,"Operate single-function machinery to grind, separate, filter, mix, treat, cast, roll, refine or otherwise process mineral ores"
94100,"Observe gauges, meters, computer printouts, video monitors and products to ensure correct operation of machinery and verify processing conditions"
94100,Make adjustments to machinery as required
94100,Record production information and complete reports
94100,May assist with machinery maintenance or repair.
94101.01,"Make and repair sand moulds using patterns, moulding boxes, sand and hand tools following bench, floor or pit moulding methods"
94101.01,Operate ovens to dry moulds
94101.01,"Make cores for use inside moulds to form holes or void spaces in castings using core boxes, sand, hammer and wire or other reinforcing material"
94101.01,Coat cores with protective materials and bake cores in oven
94101.01,"Set up, adjust and operate various mouldmaking and coremaking machines to make sand and ceramics moulds and cores"
94101.01,May pour molten metal into moulds to produce metal castings.
94101.02,Set up and operate various casting machines to cast ferrous and non-ferrous metal products; hand ladle and pour molten metal into moulds to produce castings.
94101.03,Foundry furnace operators
94101.03,Operate furnaces used to melt metals for moulding and casting.
94102.01,Glass process control operators
94102.01,"Operate multi-function process control machinery through control panels, computer terminals or other control systems to mix and melt raw materials; heat, anneal, temper or form float glass or glass products; and coat glass with silver or other metals and materials"
94102.01,"Observe gauges, computer printouts and video monitors to verify specified processing conditions and make adjustments as necessary"
94102.01,Maintain shift log of production and other data
94102.01,May operate process control machinery to cut glass or assemble glass window units
94102.01,May clean and maintain process machinery
94102.01,"May ensure adequate levels of oil, soap, talc or other materials used in machine production of glass."
94102.02,Glass forming machine operators
94102.02,"Set up and adjust automatic glass feeding, flowing and forming machines"
94102.02,"Operate and maintain machines that press or blow molten glass in moulds to form or shape containers, such as bottles, jars and drinking glasses"
94102.02,Operate electric kilns that heat glass sheets and mould to the shape and curve of metal jigs
94102.02,Spray or swab moulds with oil solutions to prevent adhesion of glass
94102.02,"Weigh, measure and check production samples to assess conformance to specifications using scales and gauges and by visual verification."
94102.03,Glass finishing machine operators
94102.03,Set up and adjust glass and glass-product finishing machines
94102.03,"Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash or polish glass or glass products"
94102.03,Visually inspect products for quality
94102.03,"Record manufacturing information such as quantity, size and type of goods produced."
94102.04,Glass cutters
94102.04,"Jig, measure and mark glass or place pattern on or under glass for cutting"
94102.04,Examine and mark defective glass to obtain best cut
94102.04,Cut glass along marked outlines or around pattern using hand tools
94102.04,Smooth rough edges using belt sander or smoothing wheels
94102.04,"Set up, operate and adjust computerized or robotic glass cutting equipment"
94102.04,Monitor process for product quality.
94103.01,"Set up, adjust and operate single-function machines to mix, drill, grind and cut concrete to specifications in the manufacture of concrete products"
94103.01,"Check products for quality control, repair flaws and perform ongoing machine adjustments and minor maintenance as necessary"
94103.01,"Move products using forklift, crane or hydraulic hoist"
94103.01,"Record manufacturing information such as quantity, size and type of goods produced"
94103.01,Construct clay models and moulds by hand and with hand tools for use in casting concrete products
94103.01,Build and repair wooden forms used to mould concrete products
94103.01,Position reinforcing rods or wire mesh in moulds and fill moulds with concrete from suspended pouring buckets
94103.01,"Start vibrating tables to settle concrete, or tamp concrete using electric vibrator"
94103.01,"Remove castings from mould with crane or forklift, and finish surfaces of castings using screed or trowel"
94103.01,"Cut cured concrete pipe sections with saw or chisel, and cement sections together to form odd shaped fittings."
94103.02,"Set up and operate automatic machines that mix ingredients, extrude tempered clay mixture and cut extruded clay into sections to make products such as bricks, drain tiles and porcelain insulators"
94103.02,Operate mechanical or hydraulic ram and hot-presses to form pottery and porcelain ware
94103.02,"Prepare and mix slip and fill moulds with slip to form pottery and porcelain ware such as jugs, cups, sinks and toilet bowls"
94103.02,Operate kiln to bake clay products to specified hardness.
94103.03,Operate blade or wire saws to cut blocks of stone to specified dimensions
94103.03,"Operate machines to grind and polish surfaces of stone blocks, slabs or other stone products to specific shape or design and to produce smooth finish"
94103.03,Operate sandblasting equipment to cut inscriptions or decorative designs in stone monuments
94103.03,Finish stone products with spray paint and by mounting plaques or installing concrete bases
94103.03,Operate stone-dressing lathe to sharpen and dress grindstones that grind logs into pulp
94103.03,Operate machine to drill holes in blocks or slabs of stone according to specifications.
94104,"Inspect mineral ore, metal, cement, glass, clay or concrete products at various stages of processing to ensure adherence to specifications"
94104,"Grade and label raw materials or finished products according to size, thickness, composition or other classification standards"
94104,Take samples of products during or after processing operation for routine analysis or for subsequent laboratory analysis
94104,"Test product for strength, density, durability and conformance to specifications"
94104,Advise supervisor or central control operator and process machine operators of problems and product deficiencies
94104,Complete inspection and test reports.
94105.01,Read specifications or follow verbal instructions
94105.01,"Lay out, set up and operate one or more light or heavy metalworking machines such as shears, power presses, saws, plate rolls, drills, brakes, slitters, punch presses, computer numerically controlled (CNC) equipment, and other hand tools to cut, bend, roll, ream, punch and drill, weld or otherwise shape and form metal stock into parts or products"
94105.01,"Operate machines or equipment which weld, solder, bolt, screw or rivet metal parts together"
94105.01,"Check products for correct shapes, dimensions and other specifications"
94105.01,Troubleshoot and perform corrective action or minor repairs
94105.01,May select and transport material to work area manually or using crane or hoist
94105.01,May document work completed
94105.01,May build staging or erect scaffolding as required for heavy metalworking jobs
94105.01,May clean or lubricate equipment and replace parts as required.
94105.02,Operate gas or oil fired furnaces to heat metal to proper temperature prior to forging
94105.02,"Place metal pieces in furnace using hand tongs or overhead cranes and remove from furnace when colour of metal indicates proper forging temperature, or load and unload furnace with automatic conveyor"
94105.02,"Position heated or cold metal pieces, on die of press or other forging machinery"
94105.02,"Operate presses or other forging machines to perform hot or cold forging by flattening, straightening, twisting, forming, drawing, upsetting, splitting, cutting, punching, piercing, bending, coining, or other operations to shape or form metal"
94105.02,Position and adjust dies on anvil of forging machinery using overhead cranes or other hoisting devices and hand tools.
94106,Study job orders and interpret blueprints to determine machining operations to be performed
94106,"Set up and operate machine tools to perform repetitive machining operations, such as turning, milling, drilling, boring, planing, honing, broaching, grinding or other machining operations"
94106,"Verify dimensions of parts machined using micrometers, callipers and other precision measuring instruments"
94106,Prepare etching solution and immerse metal parts or workpiece in etching solution to remove unwanted portions
94106,Perform routine maintenance on equipment and machinery
94106,"May enter codes specifying speed, feed and cut of the toolpath for computer numerical controlled (CNC) machine tools."
94107,"Operate or tend automatic or multi-purpose machines including wire looms to produce metal parts and metal products such as wire screening, fencing, tinware, metal baskets, racks, hooks, metal tubing and similar articles"
94107,Fit and assemble components using hand and power tools
94107,"Clean, polish, file or otherwise finish products"
94107,Check products for quality and other specifications
94107,May clean and lubricate machinery.
94110,"Monitor meters, gauges and electronic instrumentation on one or more chemical processing or formulation units, such as mixers, kettles, blenders, dryers, tabletting, encapsulation, granulation and coating machines"
94110,"Measure, weigh and load chemical ingredients following formulation cards"
94110,"Start up, shut down, troubleshoot and clean equipment"
94110,Adjust processing machines and equipment
94110,Monitor reaction processes and transfers of products in conformance with safety procedures
94110,Take samples and perform routine chemical and physical tests of products
94110,Record production data
94110,May operate equipment from a control room or from control consoles located near the production units.
94111.01,"Weigh resins, colorants and other chemicals according to formula"
94111.01,Place weighed materials in mixing machine and operate machine to blend plastic and other chemicals to a specified consistency or viscosity
94111.01,"Monitor operation, regulate material supply and add chemicals and colorants to mixture"
94111.01,"Operate controls to regulate temperature, speed and other processing conditions"
94111.01,Unload mixture into container or conveyor for further processing
94111.01,Maintain and perform minor repairs on machinery as required
94111.01,Maintain inventory of material and clean working area.
94111.02,Set up and operate calendering machines which transform dough-consistent plastic mass into continuous sheets or films of specified thickness
94111.02,"Troubleshoot, maintain and make minor repairs to equipment and adjust calender rollers for production line change"
94111.02,Monitor quality of material produced
94111.02,Maintain inventory of material and clean working area.
94111.03,Set up and operate one or more extruding machines which extrude plastic composites products through a nozzle or die
94111.03,Change dies on extruding machines according to production line change
94111.03,"Troubleshoot, maintain and make minor repairs to equipment"
94111.03,Monitor quality of material produced
94111.03,Maintain inventory of material and clean working area.
94111.04,Set up and operate one or more moulding machines which mould plastic products according to specifications
94111.04,Change moulds and adjust equipment for production line change
94111.04,"Troubleshoot, maintain and make minor repairs to equipment"
94111.04,Monitor quality of material produced and adjust machine settings as required
94111.04,Follow formulation card to mix ingredient batches for injection moulding process
94111.04,Maintain inventory of material and clean working area.
94112.01,"Set up, operate and tend machinery used for mixing, calendering, extruding, moulding and curing rubber materials or rubber products"
94112.01,"Load or feed rubber, pigments, filler, oil and chemicals into machines"
94112.01,Check and monitor processing conditions and product quality
94112.01,Adjust machines to proper setting as required
94112.01,Train or assist in training new workers.
94112.02,Lay out and prepare rubber materials for assembly
94112.02,"Operate machines or equipment or use hand tools to cut, shape, splice, fit and cement rubber materials to form rubber parts or finished rubber products"
94112.02,"Operate finishing machines or equipment to trim, grind, or buff rubber products into final form"
94112.02,Train or assist in training new workers.
94112.03,"Inspect finished rubber products for defects and conformance to specifications and quality standards, visually or using instruments"
94112.03,Affix seals or tags to approved products and mark and reroute defective products for repair or recycle
94112.03,Fill out product inspection report
94112.03,May make minor adjustments or repairs to products.
94120,Operate front-end loaders and stationary deck cranes to feed logs into the sawmill
94120,"Examine logs and rough lumber to determine size, condition, quality and other characteristics to decide best lumber cuts to carry out, or use automated equipment to convey logs through laser scanners which determine the most productive and profitable cutting patterns"
94120,"Operate automated lumbermill equipment from control rooms or consoles to saw logs into rough lumber; saw, trim and plane rough lumber into dressed lumber of various sizes; and saw or split shingles and shakes"
94120,Start conveyor system to move logs and lumber to and from saws
94120,"Set up and adjust saw equipment and replace blades or bands using wrenches, gauges and other hand tools"
94120,"Operate equipment to sort and stack lumber by length and thickness, move stacks to storage areas or drying kilns, and feed lumber through planers"
94120,"Monitor movement of lumber and computer screens to ensure cuts are made according to specifications, and print production reports"
94120,Clean and lubricate sawmill equipment.
94121,"Operate and monitor paper mill, papermaking and finishing process machinery and equipment such as screening equipment, bleaching equipment, digesters, mixing tanks and washers to carry out one or more cellulose processing steps and equipment such as dryers, laminators, cutters, coaters, calenders and hoists to carry out one or more papermaking and finishing process steps"
94121,"Observe equipment and machinery panel indicators, gauges, level indicators and other equipment instruments to detect machinery and equipment malfunctions and ensure process steps are carried out according to specifications"
94121,"Communicate with pulping, papermaking and coating control operator to make process adjustments and start up or shut down machinery and equipment as required"
94121,"Collect processing samples and conduct titration tests, pH readings, specific density tests and other routine tests on pulp and solutions"
94121,"Inspect paper visually for wrinkles, holes, discolouration, streaks or other defects and take corrective action"
94121,Complete and maintain production reports.
94122,"Operate machines which cut, fold, glue or clip paper and cardboard to make boxes, corrugated cartons and other articles"
94122,Operate machines which glue paper to cardboard and cut it into required lengths
94122,Operate machines which press paper to form drinking cups and other containers
94122,"Operate machines which cut, glue and fold paper to make envelopes or paper bags"
94122,"Operate other paper converting machines to form products such as paper tubes, cards, paper towels or diapers"
94122,Clean and lubricate machine and perform other routine machine maintenance
94122,Set up machines.
94123.01,"Examine lumber visually for knots, holes, splits and other defects and sort for further drying, trimming or remanufacturing"
94123.01,"Measure lumber using callipers, gauges and tape measures to ensure specified thickness, length and width"
94123.01,"Classify and sort lumber according to industry standards and stamp lumber to indicate grade, wood type, moisture level and other characteristics"
94123.01,Tally lumber
94123.01,Complete and maintain reports.
94123.02,"Inspect plywood panels, veneer sheets, panelboards, shingles and similar wood products visually for knots, holes, splits, straightness and other defects"
94123.02,Mark defects and sort for repair or reprocessing
94123.02,Measure wood products to ensure conformance to specifications using standard measuring instruments
94123.02,Grade and label wood products according to quality standards
94123.02,Complete and maintain inspection and grading reports.
94124,"Set up, program and operate one or more computer numerically controlled (CNC) or manual woodworking machines such as saws, moulders, lathes, routers, planers, edgers, pressing machines, shapers, drills and sanders to fabricate or repair wooden parts for furniture, fixtures and other wood products"
94124,Operate gluing machines to glue pieces of wood together or press and affix wood veneer to wood surfaces
94124,"Operate preset special-purpose woodworking machines to fabricate wood products such as coat hangers, mop handles, clothes pins and other products"
94124,Read and interpret specifications or follow verbal instructions
94124,"May clean and lubricate equipment, and replace parts as necessary."
94129,"Operate and tend various wood processing equipment and machines to remove bark, knots and dirt from logs; reduce logs or sawmill waste into wood chips or flakes; stack and band lumber; screen wood chips; and produce waferboards, particleboards, hardboards and insulation boards"
94129,"Operate and tend conveyors, lathes, sanding machines and other equipment to peel and slice veneer from logs and log sections, and to glue, press, trim, sand and splice veneer sheets"
94129,"Operate and tend kilns, treating tanks and other equipment to dry lumber and other wood products, and to treat chemically and impregnate wood products with preservatives"
94129,"Observe equipment, panel indicators, video monitors, and other instruments to detect malfunctions and ensure that processes are operating according to specifications"
94129,Assemble plywood panels and repair plywood and veneer mechanically or manually
94129,"Start up, shut down, set up, adjust and assist in maintaining processing equipment and machines as required"
94129,Complete and maintain production reports.
94130.01,"Operate and feed machines that wash, mix, blend, pick, card, lap, comb, draw or finish fibers, yarns, hides or pelts"
94130.01,"Operate spinning, twisting, winding or reeling machines"
94130.01,"Operate a variety of machines to clean, bleach, dye, coat or finish fabric, thread, yarn, hide, pelt and other textile products"
94130.01,Mix dyes or chemicals according to established formulas
94130.01,Operate machinery to print designs onto textile products
94130.01,"Oversee work area, examine products for defects and ensure adherence to quality standards"
94130.01,Investigate machine stoppages and notify supervisor or mechanic in the event of equipment malfunction
94130.01,May set up machines and assist with maintenance and minor repairs to machinery.
94130.02,Set up machines for proper processing
94130.02,"Operate machines to bleach, dye, coat and finish fabric, thread, other textile products, hide or pelt"
94130.02,Operate machines to print designs onto textile products or hide
94130.02,Examine products for defects and ensure adherence to quality standards
94130.02,Mix dyes and chemicals according to established formulas
94130.02,Notify supervisors and mechanics of equipment malfunctions.
94131,Set up looms or other processing machines
94131,Read loom patterns and prepare loom pattern mechanisms for processing
94131,Operate looms to weave yarn or thread into textile fabrics or products
94131,"Operate machines that produce twine, ropes or nets"
94131,"Operate batteries of knitting machines to produce knitted fabric, hosiery, garments or other products"
94131,"Operate carpet tufting machines, felt making needle-punch machines and other machines to produce textile products"
94131,"Operate large automatic multi-needle machines to embroider material or to sew lengths of several layers of material to make yard goods, quilts or mattress coverings"
94131,Patrol machines and check fabrics or products for defects and to verify efficient operation
94131,Investigate machine stoppages
94131,Repair minor mechanical problems such as broken or defective needles
94131,Notify supervisor or repairers of mechanical malfunctions.
94132,Assemble pieces of garments by matching patterns and dye lots
94132,"Operate single, double or multi-needle serging, flat bed felling, banding and other sewing machines, to join sections of garments or other articles into finished products on a piece-work or production basis"
94132,Operate fur sewing machines to join fur pelt strips to required size and shape and join pelts into garment sections or shells
94132,"Operate stitching machines to sew leather parts together for leather garments, handbags, shoes and other leather articles"
94132,Operate serging machines to sew and overcast edges of material simultaneously
94132,"Operate tackers, pocketsetters, buttonhole makers and fusing, hemmer and other machines to perform various operations in the fabrication of garments and other articles"
94132,"Examine garments and operate sewing machines, sergers and other machines to repair garments and other articles during the manufacturing process"
94132,Complete production reports
94132,May perform minor maintenance and repairs on sewing machine.
94133,"Examine natural, synthetic and hybrid textile, fabric, fur and leather garments or products for conformity to quality standards"
94133,"Inspect and grade animal hides and pelts according to size, condition and weight"
94133,Verify fit or size of finished garments and products by measuring or comparing products with samples and patterns
94133,"Mark defects, repair minor imperfections, cut excess materiel using scissors, and remove lint and spots using brushes, lint removers and cleaning solutions"
94133,"Grade and sort finished products and tag according to size, style and quality"
94133,Record information on products inspected
94133,May package products.
94140.01,"Operate multi-function process control machinery through control panels, computer terminals or other control systems to grind, extract, mix, blend, cook or otherwise process food products and to bag, box or otherwise package food products"
94140.01,"Operate multi-function process control machinery to grind, extract, mix, blend, distill, ferment or otherwise process alcoholic or non-alcoholic beverages and to bottle, can or otherwise package beverages"
94140.01,"Observe gauges, computer printouts and video monitors to verify specified processing conditions and make adjustments to process variables such as cooking times, ingredient inputs, flow rates and temperature settings"
94140.01,Maintain shift log of production and other data.
94140.02,Set up and adjust food or beverage processing and packaging machines
