Code de profil professionnel SIPeC,Enonce principal
73201.00,"Les préposés à l'entretien général de ce groupe de base effectuent des tâches reliées à l’entretien général des immeubles. Ils exécutent des travaux mineurs de réfection, l’entretien des équipements et des installations et font l’inspection préventive des systèmes relatifs à la mécanique du bâtiment. Les surintendants d'immeubles employés par des grandes organisations sont responsables du fonctionnement des édifices et peuvent également superviser d'autres employés."
73202.00,"Les fumigateurs et les préposés au contrôle de la vermine inspectent l'intérieur et l'extérieur des immeubles afin de déceler une infestation de vermine, vaporisent des substances chimiques afin de tuer des insectes, des rongeurs et autres vermines nuisibles et destructrices, ou placent des traquenards afin de capturer et d'enlever les animaux."
73209.00,"Les autres réparateurs et préposés à l'entretien effectuent la réparation et l'entretien de divers produits, tels que des caméras, des bascules, des instruments de musique, des machines distributrices, des distributeurs automatiques, des articles de sport et d'autres produits et équipements semblables."
73300.01,"Les conducteurs de grand routier conduisent des camions lourds pour le transport de marchandises et de matériaux sur des routes urbaines, interurbaines, provinciales et internationales."
73300.02,"Les conducteurs routiers et les conducteurs de camions locaux conduisent des camions lourds pour le transport de marchandises et de matériaux dans les villes et entre villes, sur des distances courtes."
73301.01,Les conducteurs d'autobus et de tramways assurent le transport de passagers selon des itinéraires établis.
73301.02,"Les conducteurs d'autobus scolaires conduisent des autobus pour transporter les enfants de la maison à l'école et de l'école à la maison, en suivant des itinéraires établis."
73301.03,Les opérateurs de métro et de systèmes légers sur rail transportent des passagers selon des itinéraires établis.
73310.01,Les mécaniciens de locomotive conduisent des locomotives pour assurer le transport de passagers et de marchandises par chemin de fer.
73310.02,"Les mécaniciens de cour de triage conduisent des locomotives dans des cours de chemin de fer, dans des établissements industriels ou des endroits analogues."
73311.01,Les chefs de train coordonnent et supervisent les activités des membres de l'équipage des trains de passagers et de marchandises.
73311.02,Les serre-freins vérifient les freins et autres systèmes et équipement avant le départ du train et aident les chefs de train dans leurs activités en cours de route.
73400.00,"Les conducteurs d'équipement lourd manoeuvrent des engins de chantier servant à la construction et à l'entretien des routes, ponts, aéroports, gazoducs, oléoducs, tunnels, bâtiments et autres ouvrages, aux travaux d'exploitation de mines à ciel ouvert et de carrières et à des travaux de manutention de matériaux. Ce groupe inclus aussi les apprentis."
73401.00,"Les opérateurs de presses à imprimer règlent et font fonctionner des presses à bobines et à feuilles pour imprimer des textes, des illustrations et des dessins et sur une variété de matériaux tels que du papier, du plastique, du verre, du cuir et du métal. Ce groupe inclus aussi les apprentis."
73402.01,Les foreurs conduisent des foreuses et des perforatrices mobiles servant à forer des trous de dynamitage dans des carrières ou des mines à ciel ouvert ou des trous de dynamitage pour des puits de fondation sur des chantiers de construction.
73402.02,"Les dynamiteurs de mines à ciel ouvert, de carrières et de chantiers de construction chargent des explosifs dans des trous de dynamitage et font exploser des charges pour dégager le charbon, le minerai et les roches ou pour démolir des ouvrages."
74100.01,"Les trieurs de courrier traitent et trient le courrier et les colis dans les bureaux de postes, les entreprises de traitement du courrier et les services de courrier interne."
74100.02,"Les commis à la salle du courier reçoivent, traitent et distribuent manuellement ou électroniquement le courrier reçu et le courrier sortant, les télécopies, les messages et les colis acheminés par messager; tiennent à jour des répertoires d'adresses et préparent des listes d'envoi personnalisées."
74101.00,"Les facteurs trient et distribuent le courrier, enregistrent la livraison du courrier recommandé et perçoivent le paiement pour les envois contre remboursement."
74102.00,"Les messagers ramassent et livrent des lettres, des colis, des paquets, des messages et autres articles dans un même établissement ou d'un établissement à un autre."
74200.01,"Les ouvriers de gares de triage contrôlent la circulation de la gare de triage, attellent et détellent les wagons et effectuent d'autres tâches connexes."
74200.02,"Les ouvriers à l'entretien de la voie ferrée font fonctionner des machines et de l'équipement pour poser, entretenir et réparer les voies ferrées."
74201.01,"Les matelots de salle des machines du transport par voies navigables aident les officiers mécaniciens de navire à assurer le fonctionnement, l'entretien et la réparation des moteurs, des machines et des appareils auxiliaires à bord de bateaux ou de navires autopropulsés."
74201.02,"Les matelots de pont du transport par voies navigables prennent le quart à tour de rôle, assurent le fonctionnement et l'entretien de l'équipement de pont et exécutent d'autres travaux sur le pont et la passerelle à bord de bateaux et de navires autopropulsés, sous la direction des officiers de pont."
74202.00,"Les agents de piste dans le transport aérien conduisent et manoeuvrent le matériel et les véhicules de piste, manutentionnent le fret et les bagages, et assurent d'autres services de piste dans les aéroports."
74203.00,"Préposés à la pose et à l'entretien des pièces mécaniques d'automobiles et de camions et équipements lourds posent, sur des véhicules automobiles, des pièces de rechange telles que des silencieux, des tuyaux d'échappement, des amortisseurs, des ressorts et des radiateurs, et assurent l'entretien courant, comme les vidanges d'huile, la lubrification et les réparations de pneus des voitures, des camions et de l'équipement lourd."
74204.01,"Le personnel d'entretien des canalisations d'eau localisent, réparent, installent et effectuent des travaux d'entretien sur l'équipement et les installations d'adduction et de distribution d'eau."
74204.02,"Le personnel d'entretien des canalisations de gaz localisent, réparent, installent et effectuent des travaux d'entretien aux installations extérieures et souterraines et aux lignes de distribution de gaz."
74205.00,"Les conducteurs de machinerie d'entretien public et personnel assimilé conduisent des véhicules et de l'équipement d'entretien des rues, des routes et des systèmes d'égout et conduisent des camions afin de ramasser les ordures et le matériel recyclable. Ce groupe de base comprend également les travailleurs qui dégagent la végétation poussant près des lignes de tension."
75100.00,Les débardeurs transportent les charges sur les quais ou aux environs immédiats et chargent et déchargent des bateaux et d'autres navires.
75101.01,"Les manutentionnaires qui travaillent manuellement manipulent, déplacent, chargent et déchargent des matériaux à la main."
75101.02,"Les manutentionnaires qui utilisent des appareils de manutention manipulent, déplacent, chargent et déchargent des matériaux à l'aide de divers appareils de manutention."
75110.00,"Les aides de soutien des métiers et les manoeuvres en construction aident les ouvriers qualifiés et accomplissent des tâches de manoeuvres dans des chantiers de construction, des carrières et des mines à ciel ouvert."
75119.00,"Les autres manoeuvres et les aides de soutien de métiers aident le personnel de métier et accomplissent des tâches de manoeuvre en installation, en entretien et en réparation de machinerie industrielle et de matériel de réfrigération, de chauffage et de climatisation, en entretien et en réparation de matériel lourd et de matériel de transport, en installation et en réparation de câbles de télécommunication et de câbles électriques et dans d'autres entreprises de réparation et d'entretien."
75200.01,Les chauffeurs de taxi et de limousine conduisent des automobiles et des limousines pour transporter des passagers.
75200.02,"Les chauffeurs d'entreprises et les chauffeurs particuliers conduisent des automobiles et des limousines pour transporter le personnel et les visiteurs d'entreprises, d'organismes gouvernementaux ou d'autres organismes, ou des membres de la famille de leur employeur."
75201.00,"Les chauffeurs-livreurs de services de livraison conduisent des automobiles, des fourgonnettes et des camions légers afin de ramasser et de livrer divers produits. Les distributeurs porte-à-porte livrent des articles à des résidences ou à des entreprises."
75210.01,Le personnel des écluses manœuvre les portes d'écluses et les ponts ainsi que le matériel connexe le long des systèmes de canalisation.
75210.02,Les conducteurs de bacs à câble conduisent des bacs à câble.
75210.03,Les ouvriers au débarcadère de traversiers opèrent l'équipement nécessaire pour remplir des fonctions aux terminus de traversiers.
75210.04,Les propriétaires-exploitants de bateau à moteur gouvernent des petites embarcations assurant le transport de passagers et de marchandises.
75211.01,Les manoeuvres dans le transport ferroviaire accomplissent une variété de tâches afin de venir en aide aux travailleurs de l'entretien des voies et aux travailleurs des gares de triage.
75211.02,Les manoeuvres dans le transport routier accomplissent une variété de tâches afin de venir en aide aux conducteurs du transport routier.
75212.00,"Les manoeuvres à l'entretien des travaux publics exécutent une variété de tâches inhérentes à l'entretien des trottoirs, des rues, des routes et d'autres endroits analogues."
80010.00,"Les directeurs de l'exploitation des ressources naturelles et de la pêche planifient, organisent, dirigent, contrôlent et évaluent les activités d'établissements en foresterie et abattage d'arbres, de mines et carrières, de forage du pétrole et du gaz et opérations d'entretien et de production et pêche commerciale."
80020.00,"Les gestionnaires en agriculture planifient, organisent, dirigent, contrôlent et évaluent les activités et les travaux d'une exploitation agricole. Ils sont responsables de la culture et de la récolte des produits de la terre, de l'élevage du bétail, de la volaille et d'autres animaux, de la commercialisation des produits de la ferme et de la durabilité des exploitations grâce, notamment, à la mise en œuvre de nouvelles technologies."
80021.00,"Les gestionnaires en horticulture planifient, organisent, dirigent et contrôlent les activités des employés de pépinière et de serre qui cultivent et vendent des arbres, des arbustes, des fleurs et des plantes."
80022.00,"Les gestionnaires en aquaculture gèrent les activités d'entreprises d'élevage et de récolte du poisson, des crustacés ou des plantes aquatiques pour la reconstitution des stocks fauniques ou pour la mise en marché."
82010.00,Les surveillants de l'exploitation forestière supervisent et coordonnent les activités des travailleurs engagés dans les opérations d'abattage d'arbres et de sylviculture.
82020.00,Les surveillants de l'exploitation des mines et des carrières supervisent et coordonnent les activités des travailleurs de carrières et de mines souterraines et à ciel ouvert.
82021.00,"Les entrepreneurs et surveillants du forage et des services reliés à l'extraction de pétrole et de gaz supervisent et coordonnent les activités de forages de pétrole ou de gaz, de montages d'entretien ou de services reliés à l'extraction du pétrole et du gaz."
82030.01,"Les entrepreneurs de services agricoles fournissent des services agricoles tels que l'élevage du bétail et de la volaille, la préparation des sols, l'ensemencement, la pulvérisation des récoltes, les méthodes de culture et les récoltes."
82030.02,"Les surveillants d'exploitations agricoles surveillent le travail des ouvriers agricoles spécialisés dans l'élevage, des opérateurs de machinerie agricole, des manoeuvres aux soins du bétail, des manoeuvres de l'aquaculture et des manoeuvres à la récolte."
82031.00,"Les entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture coordonnent les activités des ouvriers des groupes de base suivants : (85.103) Ouvriers/ouvrières de pépinières et de serres; et (85.191) Manoeuvres en aménagement paysager et en entretien des terrains."
83100.00,"Les mineurs d'extraction et de préparation, mines souterraines, font des travaux de forage et de dynamitage, conduisent du matériel d'extraction et exécutent des tâches connexes pour extraire le charbon et le minerai des mines souterraines et pour construire des tunnels, des passages et des puits qui facilitent l'exploitation minière. Ce groupe inclus aussi les apprentis."
83101.01,"Les foreurs et les fournisseurs de services d'entretien des puits de pétrole et de gaz surveillent le fonctionnement des appareils et des machines de forage et de levage sur des installations de forage et des montages d'entretien, et dirigent les travaux des équipes sous la surveillance du chef de chantier."
83101.02,"Les travailleurs en diagraphie et en mise à l'essai des puits et les travailleurs assimilés utilisent des instruments, des outils et de l'équipement mécanique ou électronique spécialisé pour fournir des services reliés au forage, au parachèvement et à l'entretien des puits."
83110.00,"Les conducteurs de machines d'abattage d'arbres se servent de débusqueurs à treuil, d'abatteuses-tronçonneuses, de débusqueuses mécaniques ou d'ébrancheuses tronçonneuses et de chargeurs mécaniques pour abattre, débusquer et traiter les arbres sur le chantier."
83120.00,"Les capitaines et les officiers de bâtiments de pêche gèrent et exploitent des bâtiments de pêche d’une jauge brute de plus de 100 tonneaux, en eau douce et en eau salée, afin de rechercher et de hisser à bord des poissons et d'autres animaux marins."
83121.00,Les pêcheurs indépendants exploitent des bâtiments de pêche de moins de cent tonneaux en vue de rechercher et de pêcher le poisson et autres animaux marins.
84100.00,"Travailleurs d'entretien et de soutien des mines souterraines effectue une vaste gamme de tâches reliées au fonctionnement des cheminées à minerai, des goulottes et des convoyeurs, à la construction et à l'entretien des installations, des galeries et des voies de mines souterraines et à l'approvisionnement en matériaux et en outillage nécessaires à l'exploitation minière souterraine."
84101.01,Les travailleurs du forage des puits de pétrole et de gaz occupent des postes intermédiaires au sein d'équipes de forage et font fonctionner des installations de forage et des montages d'entretien.
84101.02,Les travailleurs de l'entretien des puits de pétrole et de gaz conduisent des camions et utilisent des systèmes hydrauliques de pompage pour cimenter ou traiter des puits à l'aide d'agents chimiques ou de mélanges de sables ou de gaz pour augmenter la production.
84110.00,"Les opérateurs de scies à chaîne et d'engins de débardage abattent, ébranchent et tronçonnent des arbres, et font fonctionner les débardeurs pour déplacer ou transporter les arbres du chantier à l'aire de déchargement aux fins de traitement ou d'expédition."
84111.00,"Les ouvriers en sylviculture et en exploitation forestière exercent diverses fonctions liées au reboisement, à la gestion, à l'amélioration et à la conservation des forêts."
84120.01,"Les ouvriers spécialisés dans l’élevage exécutent des programmes d’alimentation, de santé et d’élevage dans les fermes bovines, ovines, avicoles, porcines et autres fermes d’élevage."
84120.02,Les opérateurs de machineries agricoles font fonctionner et entretiennent l'équipement et les machines agricoles.
84121.00,Les matelots de pont sur les bâtiments de pêche exécutent diverses tâches manuelles pendant les voyages de pêche commerciale et font l'entretien des bâtiments de pêche.
85100.00,"Les manoeuvres aux soins du bétail aident les autres ouvriers agricoles à élever le bétail, la volaille et les autres animaux, à exécuter des programmes d’alimentation, de santé et d’élevage, à transformer des produits animaux et à aider avec l'entretient et les réparations des bâtiments et des machines agricoles."
85101.00,"Les manoeuvres à la récolte aident les autres ouvriers agricoles à planter, à récolter, à trier et à empaqueter les produits. Ils participent à la préparation du sol, à l'irrigation, à la plantation, à la pulvérisation et à l’éclaircissage."
85102.00,"Les manoeuvres de l'aquaculture et de la mariculture comprennent le personnel de soutien en aquaculture, les ramasseurs de plantes marines, les pêcheurs de coquillages et autres manoeuvres de l'aquaculture et de la mariculture."
85103.00,"Les manoeuvres de pépinières et de serres plantent, cultivent et récoltent des arbres, des arbustes, des fleurs et des plantes et servent les clients des pépinières et des serres."
85104.00,Les trappeurs et les chasseurs piègent et chassent des animaux sauvages pour leur peau ou pour les vendre vivants.
85110.00,"Les manoeuvres des mines exécutent diverses tâches générales reliées à l'extraction du charbon, des minéraux et des minerais, et aux autres services de soutien des mines souterraines."
85111.00,"Les manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé exécutent divers travaux généraux et assurent le fonctionnement de l'équipement pour aider au forage et à l'entretien de puits de gaz et de pétrole. Ce groupe de base comprend également les manoeuvres qui participent aux levés géophysiques de prospection de pétrole et de gaz."
85120.00,"Les manoeuvres de l'exploitation forestière exécutent diverses tâches manuelles telles que fixer des élingues aux rondins, planter des arbres, débroussailler, vaporiser des produits chimiques, nettoyer les aires de chargement et aider d'autres travailleurs dans les opérations d'exploitation forestière."
85121.00,"Les manoeuvres en aménagement paysager et en entretien des terrains exécutent des travaux afin de collaborer à l'aménagement paysager et à l'aménagement des structures connexes ainsi qu'à l'entretien de pelouses, de jardins, de terrains d'athlétisme, de terrains de golf, de cimetières, de parcs, d'aménagements intérieurs et autres endroits aménagés."
90010.00,"Les directeurs de la fabrication planifient, organisent, dirigent, contrôlent et évaluent les activités des usines de fabrication, ou des services de l'exploitation ou de la production à l'intérieur des usines de fabrication, sous la direction d'un directeur général ou d'un autre cadre supérieur."
90011.01,"Les directeurs du service des eaux planifient, organisent, dirigent, contrôlent et évaluent les activités de compagnies ou de services d’utilité publique qui assurent la distribution de services de purification et de distribution d'eau."
90011.02,"Les directeurs de réseaux de distribution d'électricité planifient, organisent, dirigent, contrôlent et évaluent les activités de compagnies ou de services d'utilité publique qui assurent la distribution d'électricité."
90011.03,"Directeurs de l'approvisionnement en gaz naturel et Directeurs de la distribution de produits pétroliers planifient, organisent, dirigent, contrôlent et évaluent les opérations et les services des entreprises de distribution de gaz naturel et de de produits pétroliers."
90011.04,"Les directeurs de services de lutte contre la pollution de l'eau planifient, organisent, dirigent, contrôlent et évaluent les activités de compagnies ou de services d'utilité publique qui assurent la purification et le traitement de l'eau."
90011.05,"Les directeurs de systèmes de gestion des déchets planifient, organisent, dirigent, contrôlent et évaluent les activités des compagnies ou de services d'utilité publique engagés dans le recyclage et l’élimination des déchets."
92010.00,Les surveillants dans la transformation des métaux et des minerais supervisent et coordonnent les activités des travailleurs qui travaillent à la transformation et la fabrication des métaux et des minerais.
92011.00,"Les surveillants dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique supervisent et coordonnent le travail des ouvriers des groupes de base suivants : (93.101) Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,  (92.100) Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux énergiques, (92.101) Opérateurs/opératrices d'installations du traitement de l'eau et des déchets, (94.110) Opérateurs/opératrices d'installations de traitement des produits chimiques et (95.102) Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique."
92012.00,"Les surveillants dans la transformation des aliments et des boissons supervisent et coordonnent les tâches des ouvriers qui font fonctionner des machines utilisées dans la transformation et l'emballage, ainsi que les ouvriers au classement des aliments et des boissons."
92013.00,"Les surveillants dans la fabrication de produits en caoutchouc et en plastique supervisent et coordonnent le travail des ouvriers qui font fonctionner des machines de transformation et qui fabriquent, assemblent et vérifient des produits en caoutchouc et en plastique"
92014.00,Les surveillants dans la transformation des produits forestiers supervisent et coordonnent les activités des travailleurs qui travaillent dans la production des pâtes et papiers et dans la transformation et la fabrication du bois.
92015.00,"Les surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir supervisent et coordonnent les activités des ouvriers qui travaillent à la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir."
92020.00,Les surveillants dans la fabrication de véhicules automobiles supervisent et coordonnent les activités des travailleurs des services de production de véhicules automobiles.
92021.00,"Les surveillants dans la fabrication de matériel électronique supervisent et coordonnent les tâches des travailleurs dans l'assemblage, la fabrication, les essais, la réparation et l'inspection des pièces, des composants et des systèmes électroniques."
92022.00,Les surveillants dans la fabrication de meubles et d'accessoires supervisent et coordonnent le travail du personnel chargé de fabriquer des meubles et des accessoires en bois ou en matériaux divers.
92023.00,"Les surveillants dans la fabrication d'autres produits métalliques et de pièces mécaniques supervisent et coordonnent les activités des travailleurs qui fabriquent, assemblent et inspectent des aéronefs, des pièces d'aéronefs, des carrosseries de camions et d'autobus, des semi-remorques, des pièces d'automobiles, des moteurs, des transmissions, du matériel de chauffage, du matériel de climatisation et de réfrigération commerciales et d'autres produits métalliques semblables."
92024.00,"Les surveillants dans la fabrication et le montage de produits divers supervisent et coordonnent les activités des travailleurs qui assemblent, fabriquent et inspectent divers produits non classés ailleurs tels que des bijoux, des horloges et des montres, des produits de menuiserie, des articles de sport, des jouets et d'autres produits divers."
92100.01,"Les mécaniciens de centrales assurent le fonctionnement et l’entretien des réacteurs, des turbines, des chaudières, des générateurs, des machines fixes et des équipements auxiliaires afin de produire de l'électricité et de fournir de la chaleur, de la lumière, de la réfrigération ainsi que  d'autres services utilitaires à des établissements commerciaux, institutionnels et industriels, ainsi qu’à d’autres sites de travail. Cette profession inclut aussi les apprentis."
92100.02,Les opérateurs de réseaux électriques surveillent et utilisent des tableaux de contrôle et de l'équipement connexe dans des centres de commande électrique afin de contrôler la distribution d'énergie électrique dans les réseaux de transmission. Cette profession inclut aussi les apprentis.
92101.01,Les opérateurs d'installations du traitement de l'eau surveillent et font fonctionner des systèmes de contrôle informatisés et l'équipement connexe dans des usines de traitement et de filtration de l'eau afin de régler le traitement et la distribution de l'eau.
92101.02,"Les opérateurs du traitement des déchets liquides surveillent et font fonctionner des systèmes de contrôle informatisés et l'équipement connexe dans des usines de traitement des eaux usées, des eaux d'égout et des effluents liquides afin de régler le traitement et l'élimination de l'eau d'égout et des déchets."
93100.00,"Les opérateurs de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais font fonctionner et surveillent des machines et de l'équipement multifonctionnels afin de contrôler le traitement des minerais, des métaux ou du ciment."
93101.00,"Les opérateurs de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques surveillent et font fonctionner des usines pétrolières, pétrochimiques et chimiques et surveillent, ajustent et entretiennent l'équipement et les installations de traitement de ces usines."
93102.00,"Les opérateurs au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage font fonctionner et surveillent le matériel et l'équipement multifonctionnel afin de contrôler le traitement du bois, des résidus de pâte, du papier recyclable, des substances cellulosiques, de la pulpe et du carton."
93200.01,"Les monteurs d'aéronefs montent, ajustent et installent des pièces préfabriquées afin de construire des aéronefs à voilure fixe ou tournante ou des éléments d'aéronefs."
93200.02,Les contrôleurs de montage d'aéronefs vérifient les montages d'aéronefs afin d'assurer la conformité aux spécifications techniques
94100.00,Les opérateurs de machines dans le traitement des métaux et des minerais font fonctionner des machines afin de traiter des métaux et des minerais.
94101.01,Les mouleurs et noyauteurs fabriquent des moules à la main et opèrent des machines pour fabriquer des moules et des noyaux.
94101.02,Les fondeurs de métaux utilisent des machines pour faire des moulages avec du métal en fusion pour usage dans les fonderies.
94101.03,Les opérateurs de fours de fonderie utilisent des fours pour faire fondre des métaux et faire des moulages pour usage dans les fonderies.
94102.01,"Les opérateurs de matériel de régulation des procédés de fabrication de verre opèrent des machines à fonctions multiples afin de fondre, de former et de découper des feuilles de verre et des articles en verre."
94102.02,Les opérateurs de machines à former le verre opèrent des machines à fonction unique afin de fondre et de former le verre ainsi que des articles en verre.
94102.03,"Les opérateurs de machines à finir le verre opèrent des machines à fonction unique afin de finir des feuilles de verre, des articles en verre, des bouteilles et d'autres produits en verre."
94102.04,Les coupeurs de verre découpent à la main des feuilles de verre de diverses épaisseurs aux dimensions et aux formes voulues.
94103.01,"Les opérateurs de machines et les travailleurs en façonnage et en finition de produits en béton opèrent des machines à fonction unique afin de mélanger, de perforer, de broyer et de couper le béton et coulent et finissent des produits en béton."
94103.02,"Les opérateurs de machines à façonner et à finir des produits en argile opèrent des machines afin de mélanger, d'extruder, de mouler, de compresser et de cuire l'argile pour former des produits en argile."
94103.03,"Les travailleurs spécialisés dans le façonnage et la finition de la pierre opèrent des machines afin de former, de couper et de finir des produits en pierre."
94104.00,"Les contrôleurs et les essayeurs dans la transformation des métaux et des minerais contrôlent, trient, échantillonnent et mettent à l'essai les matières premières et les produits obtenus à la suite du traitement des métaux et des minerais."
94105.01,Les opérateurs de machines à travailler les métaux légers font fonctionner des machines servant à façonner et à former des feuilles de tôle ou d'autres pièces ou produits en métal léger. Les opérateurs de machines à travailler les métaux lourds font fonctionner des machines servant à façonner et à former des pièces ou des produits en acier ou autres métaux lourds.
94105.02,"Les opérateurs de machines à forger font fonctionner diverses machines pour transformer le métal en formes et en dimensions voulues, et lui imprimer des caractéristiques métallurgiques désirées."
94106.00,"Les opérateurs de machines d'usinage règlent, opèrent ou surveillent des machines à couper le métal conçues pour le travail répétitif. Ce groupe de base comprend les travailleurs qui gravent des pièces de métal à l'eau forte ou les moulent avec des produits chimiques."
94107.00,"Les opérateurs de machines d'autres produits métalliques opèrent une ou plusieurs machines automatiques ou à fonctions multiples afin de fabriquer une variété de pièces et de produits métalliques tels que des treillis métalliques, des clous, des boulons et des chaînes. I"
94110.00,"Les opérateurs d'installations de traitement des produits chimiques surveillent et font fonctionner des machines et des dispositifs qui mélangent, malaxent, préparent et emballent une gamme diverse de spécialités chimiques, de produits pharmaceutiques, de produits de nettoyage et de toilette."
94111.01,Les opérateurs de malaxeur installent et opèrent des malaxeurs utilisés dans la fabrication de pièces et de produits en plastique.
94111.02,Les opérateurs de calandre installent et opèrent des calandres utilisées dans la fabrication de pièces et de produits en plastique.
94111.03,Les opérateurs de machines à extruder installent et opèrent des machines à extruder utilisées dans la fabrication de pièces et de produits en plastique.
94111.04,Les opérateurs de machines à mouler règlent et opèrent des machines à mouler utilisées dans la fabrication de pièces et de produits en plastique.
94112.01,Les opérateurs de machines de transformation du caoutchouc font fonctionner des machines utilisées dans la fabrication de produits en caoutchouc.
94112.02,Assembleurs d'articles en caoutchouc assemblent des articles en caoutchouc.
94112.03,Les vérificateurs d'articles en caoutchouc vérifient les produits afin d'assurer leur conformité aux spécifications et aux normes de qualité.
94120.00,"Les opérateurs de machines à scier dans les scieries font fonctionner, surveillent et contrôlent l’équipement automatisé de scierie servant à débiter des billes en pièces de bois brutes et à scier, à fendre, à tailler et à raboter ce premier débit en pièces de différentes dimensions ainsi qu’à scier ou à fendre des bardeaux et des bardeaux de fente."
94121.00,"Les opérateurs de machines dans la fabrication et la finition du papier dans les usines de pâte à papier font fonctionner du matériel et divers types de machines servant à produire la pâte à papier et aident les opérateurs au contrôle de la fabrication et de la finition du papier à produire, à enduire et à finir le papier."
94122.00,"Les opérateurs de machines à façonner le papier manoeuvrent diverses machines servant à fabriquer et à assembler des produits en papier, tels que des sacs, des contenants, des boîtes, des enveloppes et d'autres articles semblables. Ils"
94123.01,Les classeurs de bois d'oeuvre vérifient et classent le bois d'oeuvre afin d'assurer l'absence de défauts et la conformité aux prescriptions de l'entreprise et ils classent les produits selon les normes de l'industrie.
94123.02,"Les vérificateurs et classeurs vérifient et classent les bardeaux, les placages, les panneaux de particules et d'autres produits en bois semblables, afin d'assurer l'absence de défauts et la conformité aux prescriptions de l'entreprise et ils classent les produits selon les normes de l'industrie."
94124.00,"Les opérateurs de machines à travailler le bois règlent, programment et font fonctionner une ou plusieurs machines à travailler le bois, permettant de fabriquer ou de réparer des pièces en bois pour des meubles, des accessoires ou d'autres produits en bois."
94129.00,"Les autres opérateurs de machines dans la transformation du bois assurent le fonctionnement et la surveillance du matériel et des machines servant à écorcer les billes, à produire des copeaux de bois, à traiter et à préserver le bois, à fabriquer des panneaux de particules, d'aggloméré, de bois dur et d'isolation, du contreplaqué, des placages et autres produits de bois semblables."
94130.01,"Les opérateurs de machines de traitement des fibres et des fils textiles, du cuir et des peaux opèrent des machines servant à préparer les fibres textiles et à filer et à tordre les fils et les filés."
94130.02,"Les teinturiers et finisseurs de produits textiles, de cuirs et de peaux opèrent diverses machines afin de blanchir, de teindre, d'apprêter et de finir les tissus, d'autres produits textiles, les cuirs ou les peaux."
94131.00,"Les tisseurs, tricoteurs et autres opérateurs de machines textiles font fonctionner des machines qui servent à transformer les filés et les fils en produits tissés, non tissés et tricotés tels que des étoffes, des dentelles, des tapis, des cordes, des tissus industriels, des articles de bonneterie, des tricots ou des tissus à piquer et à broder. Ce groupe de base comprend également les travailleurs qui reproduisent des patrons, enfilent et nouent les chaînes et montent les métiers à tisser."
94132.00,"Les opérateurs de machines à coudre industrielles cousent à la machine des tissus, du cuir, de la fourrure ou des matières synthétiques afin de fabriquer ou de réparer des vêtements et d'autres articles."
94133.00,"Les contrôleurs et les trieurs dans la fabrication de produits textiles, de tissus, de fourrure et de cuir contrôlent et trient des produits textiles, de tissus, de fourrure et de cuir."
94140.01,Les opérateurs de procédés industriels dans la transformation des aliments et des boissons opèrent des machines à fonctions multiples de contrôle de transformation industrielle pour effectuer différentes tâches dans la transformation et l'empaquetage des aliments et des boissons.
94140.02,Les opérateurs de machines dans la transformation des aliments et des boissons opèrent des machines à fonction unique pour effectuer différentes tâches de transformation et d'empaquetage des aliments et des boissons.
94141.01,"Les bouchers industriels préparent la viande avant la transformation, l'emballage et la vente."
94141.02,"Les découpeurs de viande industrielle préparent la viande et la volaille avant la transformation, l'emballage et la vente."
94141.03,"Les préparateurs de volaille préparent la volaille avant la transformation, l'emballage et la vente."
94142.01,Les opérateurs de machines dans les usines de conditionnement du poisson mettent au point et font fonctionner des machines pour traiter et emballer les produits du poisson.
94142.02,"Les coupeurs et les nettoyeurs du poisson et de fruits de mer coupent, parent et nettoient le poisson et les fruits de mer frais à la main."
94143.00,"Les échantillonneurs et les trieurs dans la transformation des aliments et des boissons vérifient, classent ou trient les matières premières et les produits finis dans les aliments ou les boissons pour assurer la conformité aux normes de l'entreprise."
94150.00,"Les opérateurs d'équipement d'impression sans plaque font fonctionner des machines à imprimer au laser, des copieurs couleur automatisés à haute vitesse et d'autres machines à imprimer pour imprimer des textes, des illustrations et des motifs sur une gamme de matériaux tels que le papier, le plastique, le verre, le cuir et le métal."
94151.01,"Les cadreurs/cadreuses graphiques, les scannéristes, les pelliculeurs et les assembleurs utilisent des appareils de reproduction et des numériseurs, assemblent des films et des négatifs et préparent des plaques et des cylindres pour les différents types de presses."
94151.02,"Les acidograveurs et les graveurs impriment ou gravent des textes, dessins ou des motifs sure une pièce à l’aide d’outils manuels ou mécaniques ou de procédés de photogravure ou au laser."
