Code de profil professionnel SIPeC,Exigences d'emploi
72423.02,"Le certificat de qualification de technicien d'entretien et de réparation de véhicules de plaisance est obligatoire en Alberta et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, au Québec, en Ontario, au Manitoba, en Colombie-Britannique et au Yukon."
72423.02,Les techniciens d'entretien et de réparation de véhicules récréatifs qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
72429.00,Un diplôme d'études secondaires et une formation ou un programme professionnel sont habituellement exigés.
72429.00,Un programme d'apprentissage de trois à quatre ans ouplusieurs années d'expérience ainsi qu'une formation scolaire en réparation de petits moteurs ou d'autres équipements sont habituellement exigés pour être admissible au certificat de qualification.
72429.00,"Le certificat de qualification pour les mécaniciens de petits moteurs ou d'autres équipements est offert, bien que facultatif, à Terre-Neuve-et-Labrador, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, en Ontario et au Nunavut."
72429.00,"Le certificat de qualification de mécanicien de moteurs hors-bord et en-bord est offert, bien que facultatif, en Ontario et en Colombie-Britannique."
72429.00,"Le certificat de qualification de technicien de matériel de plein air motorisé, pour certains types d'équipements, est offert, bien que facultatif, au Manitoba, en Alberta, en Colombie-Britannique, au Yukon, dans les Territoires du Nord-Ouest et au Nunavut."
72500.00,Un diplôme d'études secondaires est habituellement exigé.
72500.00,Un programme d'apprentissage d'un à trois ans ouune formation spécialisée de grutier en milieu industriel est habituellement exigé.
72500.00,"Le certificat de qualification des opérateurs de grues automotrices, pour certains types de grues, est obligatoire en Nouvelle-Écosse, au Nouveau-Brunswick, au Québec, en Ontario, au Manitoba, en Alberta et en Colombie-Britannique et est offert, bien que facultatif, dans les autres provinces et les Territoires du Nord-Ouest."
72500.00,"Le certificat de qualification des opérateurs de grue à tour est obligatoire à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, au Québec, en Ontario, au Manitoba, en Alberta et en Colombie-Britannique et est offert, bien que facultatif, à l'Île-du-Prince-Édouard."
72500.00,"Le certificat de qualification des conducteurs de treuil, pour certains types de grues, est obligatoire au Québec, en Ontario, au Manitoba, en Alberta et en Colombie-Britannique et est offert, bien que facultatif, au Nouveau-Brunswick, en Saskatchewan, dans les Territoires du Nord-Ouest et au Nunavut."
72500.00,Un permis de conduire provincial peut être exigé pour permettre aux conducteurs de grues automotrices de circuler sur les voies publiques.
72500.00,Une certification à l'interne peut être exigée des grutiers par l'employeur.
72500.00,Les opérateurs de grue automotrice et de grue à tour qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
72501.00,Un diplôme d'études secondaires est habituellement exigé.
72501.00,"Un programme d'apprentissage de deux à trois ans en forage de puits d'eau ouune expérience de deux à trois ans dans le métier ainsi que des cours en forage de puits d'eau, en milieu scolaire ou industriel, sont habituellement exigés pour être éligible au certificat de qualification."
72501.00,"Le certificat de qualification est offert, bien que facultatif, au Nouveau-Brunswick, en Ontario, en Saskatchewan, en Alberta et en Colombie-Britannique."
72600.01,Un diplôme d'études secondaires et un diplôme d'une école de pilotage ou d'aviation accréditée sont exigés.
72600.01,Un diplôme d'études universitaires ou collégiales peut être exigé.
72600.01,Des licences et des annotations additionnelles sont exigées pour pouvoir piloter différents types d'appareils.
72600.01,Une formation structurée est offerte par l'employeur.
72600.01,Un brevet de pilote professionnel (plus de 200 heures d’expérience de vol) ou de pilote de transport aérien (plus de 1500 heures d’expérience de vol) est exigé des pilotes.
72600.02,Un diplôme d'études secondaires et un diplôme d'une école de pilotage ou d'aviation accréditée sont exigés.
72600.02,Un diplôme d'études universitaires ou collégiales peut être exigé.
72600.02,Un brevet de pilote professionnel ou de pilote de transport aérien est exigé.
72600.02,Des licences et des annotations additionnelles sont exigées pour pouvoir piloter différents types d'appareils.
72600.02,Un permis de mécanicien navigant de Transports Canada est exigé des mécaniciens navigants.
72600.02,Une formation structurée est offerte par l'employeur.
72600.03,Un diplôme d'études secondaires et un diplôme d'une école de pilotage ou d'aviation accréditée sont exigés.
72600.03,Un diplôme d'études universitaires ou collégiales peut être exigé.
72600.03,Les licences ou les annotations de Transports Canada pour chaque appareil qu'ils enseignent à piloter sont exigées.
72600.03,Un brevet de pilote professionnel (plus de 200 heures d’expérience de vol) ou de pilote de transport aérien (plus de 1500 heures d’expérience de vol) est exigé des pilotes.
72601.01,Un diplôme d'études secondaires est exigé.
72601.01,Un certificat général de radiotéléphoniste est exigé.
72601.01,"La réussite d'un programme de formation, sous la direction de NAV Canada, comprenant des cours théoriques et une formation en cours d'emploi est exigée des contrôleurs de la circulation aérienne et des spécialistes de l'information de vol."
72601.01,Un permis de spécialiste du contrôle de la circulation aérienne est exigé des contrôleurs de la circulation aérienne.
72601.02,Un diplôme d'études secondaires est exigé.
72601.02,Un certificat général de radiotéléphoniste est exigé.
72601.02,De l'expérience dans le contrôle de la circulation aérienne ou des opérations aériennes ainsi qu'un permis de pilote privé peuvent être exigés des agents de régulation des vols.
72601.03,Un diplôme d'études secondaires est exigé.
72601.03,Un certificat général de radiotéléphoniste est exigé.
72601.03,"La réussite d'un programme de formation, sous la direction de NAV Canada, comprenant des cours théoriques et une formation en cours d'emploi est exigée des contrôleurs de la circulation aérienne et des spécialistes de l'information de vol."
72602.00,Un diplôme d'études secondaires est exigé.
72602.00,La réussite d'un programme d'élève officier de pont d'un institut maritime approuvé ouune expérience de un à trois ans en tant que membre d'équipage de pont est exigée.
72602.00,"Un certificat de compétence d'officier de pont, émis par Transports Canada, est exigé."
72602.00,Les pilotes de navires doivent avoir un brevet de pilote de navires et un certificat de capacité de capitaine.
72603.00,Un diplôme d'études secondaires est exigé.
72603.00,La réussite d'un programme de trois ans en mécanique maritime offert par un institut naval reconnu ouenviron trois ans d'expérience en tant que matelot de la salle des machines et six mois de formation officielle offerte par un institut naval reconnu ouenviron trois ans d'expérience en tant que mécanicien de moteurs et six mois d'expérience en tant que matelot de la salle des machines sont exigés pour obtenir le certificat de mécanicien de marine de quatrième niveau.
72603.00,Un certificat de qualification d'officier mécanicien de marine émis par Transports Canada est exigé.
72604.01,Un diplôme d'études secondaires et plusieurs années d'expérience dans l'industrie ferroviaire sont habituellement exigés des contrôleurs de la circulation ferroviaire.
72604.01,Jusqu'à 35 semaines d'une combinaison de cours de formation et une formation en cours d'emploi sont offertes aux contrôleurs de la circulation ferroviaire.
72604.01,Un certificat de Règlement d'exploitation du transport ferroviaire canadien est exigé des contrôleurs de la circulation ferroviaire.
72604.02,Un diplôme d'études secondaires et plusieurs mois de formation sont exigés des régulateurs de la circulation maritime.
72999.01,Un diplôme d'études secondaires est habituellement exigé.
72999.01,"Un programme d'apprentissage de deux à quatre ans dans un métier connexe tel que serrurier ou réparateur de scies ouune formation spécialisée, en milieu scolaire ou industriel, ainsi que plusieurs années d'expérience dans un métier connexe ouplusieurs années de formation en cours d'emploi sont exigés."
72999.01,Un certificat de qualification provincial ou une licence peut être exigé pour d'autres postes dans ce groupe de base.
72999.02,Un diplôme d'études secondaires est habituellement exigé.
72999.02,"Un programme d'apprentissage de deux à quatre ans dans un métier connexe tel que serrurier ou réparateur de scies ouune formation spécialisée, en milieu scolaire ou industriel, ainsi que plusieurs années d'expérience dans un métier connexe ouplusieurs années de formation en cours d'emploi sont exigés."
72999.02,"Le certificat de qualification de serrurier est offert, bien que facultatif, en Nouvelle-Écosse, au Nouveau-Brunswick, en Saskatchewan, en Alberta, en Colombie-Britannique, dans les Territoires du Nord-Ouest et au Nunavut."
72999.02,Un certificat de qualification provincial ou une licence peut être exigé pour d'autres postes dans ce groupe de base.
72999.03,Un diplôme d'études secondaires est habituellement exigé.
72999.03,"Un programme d'apprentissage de deux à quatre ans dans un métier connexe tel que serrurier ou réparateur de scies ouune formation spécialisée, en milieu scolaire ou industriel, ainsi que plusieurs années d'expérience dans un métier connexe ouplusieurs années de formation en cours d'emploi sont exigés."
72999.03,Un certificat de qualification provincial ou une licence peut être exigé pour d'autres postes dans ce groupe de base.
72999.04,Un diplôme d'études secondaires est habituellement exigé.
72999.04,"Un programme d'apprentissage de deux à quatre ans dans un métier connexe tel que serrurier ou réparateur de scies ouune formation spécialisée, en milieu scolaire ou industriel, ainsi que plusieurs années d'expérience dans un métier connexe ouplusieurs années de formation en cours d'emploi sont exigés."
72999.04,"Le certificat de qualification d'ajusteur et d'affûteur de scies est offert, bien que facultatif, au Québec, en Colombie-Britannique et au Yukon."
72999.05,Un diplôme d'études secondaires est habituellement exigé.
72999.05,"Un programme d'apprentissage de deux à quatre ans dans un métier connexe tel que serrurier ou réparateur de scies ouune formation spécialisée, en milieu scolaire ou industriel, ainsi que plusieurs années d'expérience dans un métier connexe ouplusieurs années de formation en cours d'emploi sont exigés."
72999.05,Un certificat de qualification provincial ou une licence peut être exigé pour d'autres postes dans ce groupe de base.
72999.06,"Les scaphandriers doivent répondre aux exigences de la norme Z275.4-F02 de l'Association canadienne de normalisation (ACN), Norme de compétence pour les opérations de plongée."
72999.06,"La certification des plongeurs commerciaux émise par le Conseil de certification de plongeur du Canada ou une qualification obtenue après avoir suivi un programme de formation académique reconnu, des cours de formation en plongée ou une combinaison de formation académique et d'expérience pratique est exigée des scaphandriers."
72999.06,Un certificat de compétence en plongée et un examen médical effectué par un médecin hyperbare sont exigés des scaphandriers.
72999.06,De l'expérience de plongée dans les forces armées ou dans la police peut être exigée des scaphandriers.
72999.06,Un certificat provincial de dynamiteur est habituellement exigé pour les scaphandriers qui installent et font détoner des explosifs.
73100.00,Un diplôme d'études secondaires est habituellement exigé.
73100.00,"Un programme d'apprentissage de deux à quatre ansouplus de trois ans d'expérience dans le métier et une formation spécialisée en finition de béton, en milieu scolaire ou industriel, sont habituellement exigés pour être admissible au certificat de qualification."
73100.00,"Le certificat de qualification de finisseur de béton est obligatoire au Québec et offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, au Manitoba, en Alberta et en Colombie-Britannique."
73100.00,"Le certificat de maçon-cimentier est offert, bien que facultatif, en Ontario."
73100.00,Les finisseurs de béton qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73101.00,Un diplôme d'études secondaires est habituellement exigé.
73101.00,"Un programme d'apprentissage de trois ou quatre ans ouplus de trois ans d'expérience dans le métier ainsi qu'une formation spécialisée en carrelage, en milieu scolaire ou industriel, sont habituellement exigés pour l'obtention du certificat de qualification."
73101.00,"Un certificat de qualification de carreleur est obligatoire au Québec et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, en Ontario, en Saskatchewan, en Alberta et en Colombie-Britannique."
73101.00,Les carreleurs qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73102.01,Un diplôme d'études secondaires est habituellement exigé.
73102.01,"Un apprentissage de trois à quatre ans comme plâtrier, latteur ou poseur de systèmes intérieurs ouplus de trois ans d'expérience et de formation en milieu scolaire ou industriel comme plâtrier, latteur ou poseur de systèmes intérieurs sont habituellement exigés."
73102.01,"Un certificat de qualification comme plâtrier est obligatoire au Québec et est offert, bien que facultatif, en Ontario, en Saskatchewan et en Colombie-Britannique."
73102.02,Un diplôme d'études secondaires est habituellement exigé.
73102.02,"Un apprentissage de trois à quatre ans comme plâtrier, latteur ou poseur de systèmes intérieurs ouplus de trois ans d'expérience et de formation en milieu scolaire ou industriel comme plâtrier, latteur ou poseur de systèmes intérieurs sont habituellement exigés."
73102.02,"Un certificat de qualification comme poseur de systèmes d'intérieur est offert, bien que facultatif, en Colombie-Britannique."
73102.03,Un diplôme d'études secondaires est habituellement exigé.
73102.03,"Un apprentissage de trois à quatre ans comme plâtrier, latteur ou poseur de systèmes intérieurs ouplus de trois ans d'expérience et de formation en milieu scolaire ou industriel comme plâtrier, latteur ou poseur de systèmes intérieurs sont habituellement exigés."
73102.03,"Le certificat de qualification de latteur (spécialiste de systèmes d'intérieurs) est obligatoire au Québec et est offert, bien que facultatif, dans les autres provinces et au Yukon."
73102.03,Les latteurs (spécialistes de systèmes d'intérieur) qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73110.01,Un diplôme d'études secondaires est habituellement exigé.
73110.01,"Un programme d'apprentissage de deux à trois ans ouplus de trois ans d'expérience dans ce métier ainsi qu'une formation, en milieu scolaire ou industriel, sont habituellement exigés des couvreurs pour être admissible au certificat de qualification."
73110.01,"Le certificat de qualification du couvreur est obligatoire au Québec et est offert, bien que facultatif, dans les autres provinces et les territoires."
73110.01,"Un certificat de qualification pour les couvreurs de toits résidentiels à forte pente est offert, bien que facultatif, en Colombie-Britannique."
73110.02,Un diplôme d'études secondaires est habituellement exigé.
73110.02,Les poseurs de bardeaux requièrent une formation en cours d'emploi d'une durée de un à deux ans.
73111.00,Un diplôme d'études secondaires est habituellement exigé.
73111.00,"Un programme d'apprentissage de trois ou quatre ans ouplus de quatre ans d'expérience dans le métier et quelques cours de formation spécialisée, en milieu scolaire ou industriel, sont habituellement exigés pour obtenir un certificat de qualification."
73111.00,"Le certificat de qualification de vitrier est obligatoire au Québec et est offert, bien que facultatif, dans les autres provinces et les territoires."
73111.00,Les vitriers qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73112.00,Un diplôme d'études secondaires est habituellement exigé.
73112.00,Un programme d'apprentissage de trois à quatre ans ouplus de trois ans d'expérience dans le métier sont habituellement exigés pour être admissible à un certificat de qualification.
73112.00,"Le certificat de qualification de peintre et décorateur est obligatoire au Québec et est offert, bien que facultatif, dans les autres provinces et les territoires."
73112.00,Les peintres et les décorateurs qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73113.00,Un diplôme d'études secondaires est habituellement exigé.
73113.00,Un programme d'apprentissage de deux à trois ans ouplus de quatre ans d'expérience dans ce métier et certains cours dans l'installation de revêtements souples sont habituellement exigés pour être admissible à un certificat de qualification.
73113.00,"Le certificat de qualification des poseurs de revêtements souples est obligatoire au Québec et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, en Ontario, au Manitoba, en Alberta, en Colombie-Britannique, au Yukon, dans les Territoires du Nord-Ouest et au Nunavut."
73113.00,Les poseurs de revêtements souples qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73200.00,Quelques années d'études secondaires sont habituellement exigées.
73200.00,"Une formation en cours d'emploi et plusieurs mois d'expérience en installation, en réparation ou en entretien reliés au domaine d'emploi sont habituellement exigés."
73200.00,Un permis de conduire peut être exigé.
73201.00,Une éducation secondaire est généralement exigée.
73201.00,De l'expérience préalable en entretien peut être exigée.
73201.00,Un certificat d'ouvrier qualifié dans un ou plusieurs métiers ou de responsable de l'entretien d'immeubles peut être exigé des concierges d'immeubles.
73202.00,Un diplôme d'études secondaires est habituellement exigé.
73202.00,La réussite d'un cours en extermination ou en contrôle de la vermine ou plusieurs mois de formation en cours d'emploi sont habituellement exigés.
73202.00,Un permis provincial en application de pesticides est exigé dans toutes les provinces.
73209.00,Quelques années d'études secondaires sont habituellement exigées.
73209.00,Des cours au niveau collégial ou d'autres cours portant sur un produit en particulier ou sur sa réparation ouplusieurs mois de formation en cours d'emploi sont habituellement exigés.
73300.01,Un diplôme d'études secondaires est habituellement exigé.
73300.01,Une formation en cours d'emploi est offerte.
73300.01,"La réussite d'un programme de formation accrédité pour camionneurs d'une durée de jusqu'à trois mois, offert par un collège ou une école de formation professionnelle, peut être exigée."
73300.01,Un permis de conduire de classe 3 ou D est exigé des conducteurs de camions porteurs.
73300.01,Un permis de conduire de classe 1 ou A est exigé des conducteurs de camions articulés allongés.
73300.01,La mention « freins pneumatiques » (Z) est exigée des conducteurs qui conduisent des véhicules équipés de freins pneumatiques.
73300.01,Les conducteurs qui transportent des substances ou des marchandises dangereuses doivent être détenteurs d'un certificat de transport de marchandises dangereuses.
73300.01,Une mention ou une certification additionnelle peut être exigée pour conduire des camions articulés.
73300.02,Un diplôme d'études secondaires est habituellement exigé.
73300.02,Une formation en cours d'emploi est offerte.
73300.02,"La réussite d'un programme de formation accrédité pour camionneurs d'une durée de jusqu'à trois mois, offert par un collège ou une école de formation professionnelle, peut être exigée."
73300.02,Un permis de conduire de classe 3 ou D est exigé des conducteurs de camions porteurs.
73300.02,Un permis de conduire de classe 1 ou A est exigé des conducteurs de camions articulés allongés.
73300.02,La mention « freins pneumatiques » (Z) est exigée des conducteurs qui conduisent des véhicules équipés de freins pneumatiques.
73300.02,Les conducteurs qui transportent des substances ou des marchandises dangereuses doivent être détenteurs d'un certificat de transport de marchandises dangereuses.
73300.02,Une mention ou une certification additionnelle peut être exigée pour conduire des camions articulés.
73301.01,Un diplôme d'études secondaires est habituellement exigé.
73301.01,"Une formation en cours d'emploi d'une durée allant jusqu'à trois mois, y compris de l'enseignement théorique, est habituellement offerte pour tous les postes de ce groupe de base."
73301.01,Au moins un an d'expérience de conduite sécuritaire est exigé.
73301.01,"Un permis de conduire de classe B, C, E ou F en Ontario et de classe 2 dans les autres provinces et les territoires est exigé des conducteurs d'autobus."
73301.01,La mention « freins pneumatiques » et un certificat de secourisme peuvent être exigés.
73301.02,Un diplôme d'études secondaires est habituellement exigé.
73301.02,"Une formation en cours d'emploi d'une durée allant jusqu'à trois mois, y compris de l'enseignement théorique, est habituellement offerte pour tous les postes de ce groupe de base."
73301.02,Au moins un an d'expérience de conduite sécuritaire est exigé.
73301.02,"Un permis de conduire de classe B, C, E ou F en Ontario et de classe 2 dans les autres provinces et les territoires est exigé des conducteurs d'autobus."
73301.02,La mention « freins pneumatiques » et un certificat de secourisme peuvent être exigés.
73301.03,Un diplôme d'études secondaires est habituellement exigé.
73301.03,"Une formation en cours d'emploi d'une durée allant jusqu'à trois mois, y compris de l'enseignement théorique, est habituellement offerte pour tous les postes de ce groupe de base."
73301.03,Au moins un an d'expérience de conduite sécuritaire est exigé.
73301.03,La mention « freins pneumatiques » et un certificat de secourisme peuvent être exigés.
73301.03,De l'expérience comme conducteur d'autobus de transport en commun est habituellement exigée des opérateurs de métro et de systèmes légers sur rail.
73310.01,Un diplôme d'études secondaires est habituellement exigé.
73310.01,De l'expérience comme chef de train est exigée des mécaniciens de locomotive et peut l'être des mécaniciens de locomotive de cour de triage.
73310.01,Un certificat de Règlement d'exploitation ferroviaire du Canada est exigé des mécaniciens de locomotives.
73310.02,Un diplôme d'études secondaires est habituellement exigé.
73310.02,De l'expérience comme chef de train est exigée des mécaniciens de locomotive et peut l'être des mécaniciens de locomotive de cour de triage.
73310.02,De l'expérience comme manoeuvre de cour de triage peut être exigée des mécaniciens de locomotives de cour de triage.
73311.01,Un diplôme d'études secondaires est habituellement exigé.
73311.01,De l'expérience comme serre-freins est exigée des chefs de train.
73311.01,Un certificat de Règlement d'exploitation ferroviaire du Canada est exigé des chefs de train.
73311.02,Un diplôme d'études secondaires est habituellement exigé.
73311.02,De l'expérience comme manoeuvre du transport ferroviaire est habituellement exigée des serre-freins.
73311.02,Un certificat de Règlement d'exploitation ferroviaire du Canada est exigé des serre-freins.
73400.00,Quelques années d'études secondaires sont exigées.
73400.00,"Un programme d'apprentissage d'un à deux ans ouune formation spécialisée, en milieu scolaire ou industriel, en conduite d'équipement lourd ainsi qu'une formation en cours d'emploi sont exigés."
73400.00,"Le certificat de qualification d'opérateur d'équipement lourd (bulldozer, excavatrice, tractopelle-rétrocaveuse) est obligatoire au Québec et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard et en Ontario."
73400.00,La réussite d'un examen interne peut être exigée par l'employeur.
73400.00,Les opérateurs d'équipement lourd qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
73401.00,Un diplôme d'études secondaires est habituellement exigé.
73401.00,"Un diplôme d'études collégiales en technologie de l'imprimerie ou une formation spécialisée, en milieu scolaire ou industriel, complétée par une formation en cours d'emploi est habituellement exigé."
73401.00,"Le certificat de compétence est offert, bien que facultatif, au Québec."
73402.01,Un diplôme d'études secondaires est habituellement exigé.
73402.01,Une formation en cours d'emploi est offerte.
73402.01,De l'expérience en tant que conducteur d'équipement lourd peut être exigée des foreurs.
73402.02,Un diplôme d'études secondaires est habituellement exigé.
73402.02,Une formation en cours d'emploi est offerte.
73402.02,De l'expérience en tant qu'aide-dynamiteur de la construction ou de carrières et de mines à ciel ouvert peut être exigée des dynamiteurs.
73402.02,Un permis de dynamitage provincial est habituellement exigé des dynamiteurs.
73402.02,Le certificat de qualification de boutefeu est obligatoire en Nouvelle-Écosse.
74100.01,Un diplôme d'études secondaires ainsi que des cours en administration de bureau peuvent être exigés.
74100.01,Une formation en cours d’emploi est nécessaire.
74100.01,Une bonne forme physique peut être exigée dans certaines professions de ce groupe de base.
74100.02,Un diplôme d'études secondaires ainsi que des cours en administration de bureau peuvent être exigés.
74100.02,Une formation en cours d’emploi est nécessaire.
74100.02,Une bonne forme physique peut être exigée dans certaines professions de ce groupe de base.
74101.00,Quelques années d'études secondaires sont exigées.
74101.00,La Société canadienne des postes offre une formation d'une durée de deux semaines à un mois.
74101.00,Une bonne forme physique est exigée dans certaines professions de ce groupe de base.
74102.00,Des études secondaires peuvent être exigées.
74102.00,Un cautionnement peut être exigé.
74102.00,La capacité à circuler dans les rues et à suivre des indications est habituellement exigée.
74102.00,Une bonne forme physique est exigée dans certaines professions de ce groupe de base.
74200.01,Quelques années d'études secondaires sont habituellement exigées.
74200.01,De l'expérience comme manoeuvre du transport ferroviaire est exigée.
74200.01,Un certificat de Règlement d'exploitation ferroviaire du Canada est exigé des ouvriers de gares de triage.
74200.02,Quelques années d'études secondaires sont habituellement exigées.
74200.02,Une formation en cours d'emploi est offerte.
74200.02,Un certificat de Règlement d'exploitation ferroviaire du Canada est exigé des ouvriers de gares de triage.
74201.01,Quelques années d'études secondaires sont exigées.
74201.01,Une formation en cours d'emploi est offerte.
74201.02,Quelques années d'études secondaires sont exigées.
74201.02,Une formation en cours d'emploi est offerte.
74202.00,Un diplôme d'études secondaires est habituellement exigé.
74202.00,De l'expérience dans le fonctionnement de l'équipement de transport des bagages ou de l'expérience dans un entrepôt peuvent être exigées.
74202.00,Un permis de conduire et un dossier de bon conducteur sont habituellement exigés.
74203.00,Quelques années d'études secondaires sont habituellement exigées.
74203.00,Plusieurs semaines de formation en cours d'emploi sont habituellement exigés.
74204.01,Un diplôme d'études secondaires peut être exigé.
74204.01,Plusieurs années d'expérience comme manoeuvre au sein de la même compagnie peuvent être exigées.
74204.01,Une formation en cours d'emploi est offerte.
74204.01,La certification en eau potable est exigée au Québec et en Ontario pour les travailleurs d'entretien des canalisations d'eau.
74204.02,Un diplôme d'études secondaires peut être exigé.
74204.02,Plusieurs années d'expérience comme manoeuvre au sein de la même compagnie peuvent être exigées.
74204.02,Une formation en cours d'emploi est offerte.
74205.00,De l'expérience en tant que manoeuvre d'entretien public est habituellement exigée.
74205.00,Un permis de conduire approprié au genre d'équipement utilisé peut être exigé.
74205.00,Une formation en cours d'emploi est offerte.
74205.00,"Un certificat de compétence pour arboristes de services publics est offert, bien que facultatif, en Ontario et en Colombie-Britannique."
74205.00,Quelques années d'études secondaires peuvent être exigées.
75100.00,Une formation en cours d'emploi est offerte.
75100.00,Quelques années d'études secondaires peuvent être exigées.
75101.01,Quelques années d'études secondaires peuvent être exigées.
75101.01,Les manutentionnaires d'objets lourds doivent faire preuve de force physique pour accomplir leurs tâches.
75101.02,Quelques années d'études secondaires peuvent être exigées.
75110.00,Une certaine expérience comme manoeuvre en construction peut être exigée des aides de soutien des métiers.
75110.00,"On exige habituellement une expérience d'une saison dans la construction de gazoducs et d'oléoducs pour certains ouvriers des pipelines, tels que les poseurs de pipelines par abattage et les ouvriers aux préchauffeurs."
75110.00,Un certificat en contrôle de la circulation peut être exigé des signaleurs.
75110.00,Un certificat en gréage/élingage peut être exigé des élingueurs et des gréeurs.
75110.00,Une formation en cours d’emploi peut être fournie.
75119.00,Une formation en cours d'emploi est offerte.
75119.00,Quelques années d'études secondaires peuvent être exigées.
75200.01,Quelques années d'études secondaires sont habituellement exigées.
75200.01,Au moins un an d'expérience de conduite sécuritaire est habituellement exigé.
75200.01,"Un permis de conduire de classe G est exigé en Ontario, et un permis de classe 4 est exigé dans les autres provinces et territoires."
75200.01,Une bonne connaissance de la région géographique desservie est exigée et la réussite d'examens écrits sur l'emplacement d'immeubles et de rues et sur la sécurité peut être exigée des chauffeurs de taxi et de limousine.
75200.01,Un permis municipal est habituellement exigé des chauffeurs de taxi.
75200.01,Un certificat de secourisme peut être exigé.
75200.02,Quelques années d'études secondaires sont habituellement exigées.
75200.02,Au moins un an d'expérience de conduite sécuritaire est habituellement exigé.
75200.02,"Un permis de conduire de classe G est exigé en Ontario, et un permis de classe 4 est exigé dans les autres provinces et territoires."
75200.02,Une bonne connaissance de la région géographique desservie est exigée et la réussite d'examens écrits sur l'emplacement d'immeubles et de rues et sur la sécurité peut être exigée des chauffeurs de taxi et de limousine.
75200.02,Un certificat de secourisme peut être exigé.
75201.00,Quelques années d'études secondaires sont habituellement exigées.
75201.00,Un permis de conduire correspondant à la classe du véhicule conduit est exigé.
75201.00,Un an d'expérience de conduite sécuritaire est habituellement exigé.
75201.00,Une formation en cours d'emploi peut être offerte.
75201.00,Les chauffeurs-livreurs et les chauffeurs de services de messagerie peuvent devoir être admissibles au cautionnement et obtenir un certificat de transport de marchandises dangereuses (TMD).
75210.01,Quelques années d'études secondaires sont habituellement exigées.
75210.01,Une formation en cours d'emploi est offerte.
75210.02,Quelques années d'études secondaires sont habituellement exigées.
75210.02,Une formation en cours d'emploi est offerte.
75210.03,Quelques années d'études secondaires sont habituellement exigées.
75210.03,Une formation en cours d'emploi est offerte.
75210.04,Quelques années d'études secondaires sont habituellement exigées.
75210.04,Une formation en cours d'emploi est offerte.
75210.04,"Un certificat de capitaine, capitaine avec restrictions ou de conducteur de petits bâtiments, émis par Transport Canada, est exigé des propriétaires-exploitants de bateaux."
75210.04,Une formation aux fonctions d’urgence en mer (FUM) est requise des opérateurs et des membres d’équipage de bateaux.
75211.01,Quelques années d'études secondaires sont habituellement exigées.
75211.02,Quelques années d'études secondaires sont habituellement exigées.
75212.00,Une formation en cours d'emploi de plusieurs semaines est offerte.
80010.00,"Un baccalauréat en géologie, en sciences de la terre ou en génie pétrolier est habituellement exigé des directeurs d'exploitation pétrolière et gazière."
80010.00,Un baccalauréat en foresterie ou en génie forestier est habituellement exigé des directeurs des opérations forestières.
80010.00,Un baccalauréat en génie minier ou en sciences de la terre est habituellement exigé des directeurs d'exploitation de mine et de carrière.
80010.00,"Plusieurs années d'expérience dans un poste de supervision, dans une industrie en particulier, sont habituellement exigées et cette expérience peut suppléer aux titres scolaires."
80020.00,"Une vaste expérience du domaine agricole acquise dans une ferme, comme fermier, surveillant de ferme, ou ouvrier agricole spécialisé dans la culture ou l'élevage, est habituellement exigée."
80020.00,Un diplôme d'études universitaires ou collégiales en gestion agricole ou autre domaine lié à la production agricole ou à l'élevage peut être exigé.
80021.00,Un diplôme d'études collégiales en horticulture est habituellement exigé.
80021.00,De l'expérience en tant que surveillant de pépinière ou de serre est exigée.
80022.00,"Un permis, une licence ou un bail d'exploitation commerciale d'une alevinière ou d'un établissement aquacole est exigé des gestionnaires en aquaculture qui sont des travailleurs autonomes."
80022.00,Un diplôme d'études secondaires est habituellement exigé.
