OaSIS Code - Final,OaSIS Label - Final,Automation,Competition,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions,Pace Determined by Speed of Equipment,Precision,Structured versus Unstructured Work,Tasks Repetition,Time Pressure,Time Pressure2,Work Schedule,Work Week Duration,Biological Agents,Dangerous Chemical Substances,Extremely Bright or Inadequate Lighting,Extreme Temperatures,Hazardous Conditions,"Hazardous Equipment, Machinery, Tools",High Places,In an Enclosed Vehicle or Equipment,In an Enclosed Vehicle or Equipment3,In an Open Vehicle or Equipment,In an Open Vehicle or Equipment4,"Indoors, Environmentally Controlled","Indoors, Environmentally Controlled5","Indoors, Not Environmentally Controlled","Indoors, Not Environmentally Controlled6","Outside, Exposed to Weather","Outside, Exposed to Weather7","Outside, Under Cover","Outside, Under Cover8",Physical Proximity,Radiation,Sound and Noise,Sound and Noise 9,Specialized Safety Equipment,Standard Safety Equipment,Vibration,Skin Injury,Bending or Twisting the Body,Climbing,"Cramped Work Space, Awkward Positions",Handling Material Manually,Keeping or Regaining Balance,Making Repetitive Motions,Sitting,Standing,Walking and Running,Conflict Situations,Contact With Others,Contact With Others10,Coordinating or Leading Others,Deal With External Customers,Deal With Physically Aggressive People,Dealing With Unpleasant or Angry People,Electronic Mail,Face-to-Face Discussions,Written Communications,Public Speaking,Responsibility for Outcomes and Results of Other Workers,Responsible for Others' Health and Safety,Telephone,Work With Work Group or Team,Work With Work Group or Team11
31303.03,Genetic counsellors,1,3,3,3,3,3,1,4,3,2,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,1,4,1,1,2,5,5,4,4,0,2,4,5,4,2,2,3,4,4,4
31303.04,Orthoptists,1,3,3,4,4,3,0,5,3,3,4,4,1,2,3,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,2,1,1,3,0,1,2,0,1,4,0,2,4,2,1,2,5,5,4,4,1,2,4,5,3,2,3,4,4,4,4
31303.05,Pathologist assistants,2,3,4,3,3,3,3,5,3,4,4,5,1,2,3,4,0,0,4,2,0,0,0,0,0,5,5,0,0,0,0,0,0,4,1,1,1,3,4,0,1,2,0,1,4,0,4,4,2,2,2,4,4,4,3,0,2,4,5,3,2,3,4,4,4,4
32100.00,Opticians,2,3,3,3,3,3,1,5,3,3,4,4,1,2,2,1,0,0,0,1,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,1,1,0,0,4,0,3,3,3,2,2,5,5,4,5,1,2,4,5,3,1,3,3,4,4,3
32101.01,Licensed practical nurses,1,3,4,3,3,3,1,5,3,3,4,4,1,2,4,2,1,0,2,0,0,1,1,0,0,5,5,1,1,1,1,1,1,5,1,3,1,1,3,0,1,3,0,1,3,1,3,2,4,4,3,5,5,4,4,2,3,3,5,3,1,4,4,4,5,5
32101.02,Operating room technicians,1,3,4,2,4,3,1,5,3,4,3,3,1,3,5,4,0,0,3,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,2,2,1,5,0,2,3,0,2,4,2,4,1,4,3,3,5,5,4,5,2,3,3,4,2,1,4,4,3,5,5
32102.00,Paramedical occupations,1,2,5,4,4,5,1,5,3,2,4,4,1,3,4,3,3,3,2,3,0,5,4,0,0,4,2,3,2,4,3,0,0,5,0,3,3,3,5,1,4,2,0,2,3,2,2,3,3,3,3,5,5,4,5,2,2,3,4,3,1,4,5,4,5,5
32103.01,Respiratory therapists,2,3,4,3,4,3,0,5,3,4,4,3,1,2,4,3,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,2,1,2,4,0,0,3,0,2,3,1,3,2,4,4,2,4,4,4,4,1,2,3,4,4,1,3,4,4,4,4
32103.02,Clinical perfusionists,1,3,5,3,4,3,0,5,3,4,4,4,1,2,4,3,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,2,2,3,4,0,4,2,0,2,4,2,3,2,4,2,2,4,4,4,4,0,1,3,4,3,1,4,4,3,4,4
32103.03,Cardiopulmonary  technologists,1,3,4,3,3,3,1,5,3,4,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,4,0,0,3,0,2,4,1,3,2,4,3,2,4,5,4,4,1,1,3,4,3,1,3,4,3,5,4
32104.00,Animal health technologists and veterinary technicians,1,3,4,3,4,4,2,4,3,3,4,4,1,2,4,4,1,2,3,2,0,1,1,1,1,4,4,2,2,2,2,2,2,5,4,3,3,4,4,1,4,3,0,2,4,2,3,2,4,3,3,5,5,4,4,1,2,4,4,3,2,4,4,4,5,5
32109.01,Hearing instrument practitioners,1,3,3,4,4,3,1,4,3,3,3,4,1,2,2,1,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,2,0,3,0,0,1,0,0,4,0,3,4,2,1,2,5,5,4,5,1,2,4,5,3,2,3,3,4,4,3
32109.02,Communicative disorders assistants and speech-language pathology assistants,1,3,1,3,3,2,0,4,2,3,3,4,1,2,2,0,1,1,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,4,0,1,2,0,3,0,0,1,0,0,3,0,2,4,2,2,2,5,5,4,4,0,2,4,5,3,2,3,3,4,5,4
32109.03,Ophthalmic technologists and technicians,2,3,4,3,3,3,1,5,3,4,4,4,1,2,3,1,1,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,1,3,0,1,2,0,1,4,0,3,3,3,3,2,5,5,4,4,1,2,4,5,3,1,3,4,4,5,4
32109.04,Physical Rehabilitation therapists,1,3,3,3,4,3,0,4,3,3,3,4,1,2,3,2,0,1,1,0,0,0,0,0,0,5,5,1,1,1,1,0,0,5,0,2,1,1,3,0,1,3,0,1,3,2,3,2,4,3,2,5,5,4,4,1,2,4,5,3,2,3,4,4,4,4
32109.05,Physiotherapy assistants and occupational therapy assistants,1,3,3,3,3,3,1,4,2,3,3,4,1,2,3,2,0,0,1,1,0,1,1,0,0,5,5,1,1,1,1,0,0,5,0,2,1,1,2,0,1,3,0,2,3,2,3,2,4,3,2,5,5,4,4,1,3,4,5,3,1,3,3,4,4,4
32110.00,Denturists,1,3,3,3,4,4,1,5,3,4,4,4,1,2,3,5,1,1,3,3,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,3,3,1,4,0,3,1,0,0,5,0,4,4,3,1,2,4,4,4,4,1,2,3,4,3,1,4,4,3,4,4
32111.01,Dental hygienists,1,3,3,3,3,3,1,4,3,4,4,4,1,2,4,3,1,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,3,2,2,5,0,2,3,0,3,5,1,4,4,3,1,2,5,5,4,4,1,2,4,5,3,2,2,4,4,5,5
32111.02,Dental therapists,1,3,4,3,4,3,1,5,3,4,4,4,1,2,5,3,1,0,2,3,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,3,2,3,5,0,2,3,0,3,5,1,4,4,3,1,2,5,5,4,4,1,2,4,5,3,2,3,4,3,5,5
32112.00,Dental technologists and technicians,1,3,3,3,3,3,1,5,3,4,4,4,1,2,3,5,1,1,3,2,0,0,0,0,0,5,5,0,0,0,0,0,0,3,1,3,2,1,4,0,3,2,0,0,4,0,4,2,3,2,0,4,4,4,3,1,1,3,4,2,1,3,3,3,4,4
32120.00,Medical laboratory technologists,2,2,4,3,4,3,3,5,3,4,4,4,1,2,5,4,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,4,2,0,5,0,4,2,0,1,4,2,4,3,3,3,2,4,2,4,3,1,2,4,4,4,0,4,3,4,4,4
32121.01,Radiological technologists,2,2,4,3,4,3,3,5,3,4,3,3,1,2,4,0,0,0,4,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,3,2,4,4,0,3,3,0,1,4,1,4,3,3,3,2,4,3,4,4,1,2,3,4,4,0,3,4,4,4,3
32121.02,Nuclear medicine technologists,1,3,4,3,3,3,3,4,3,3,3,3,1,2,4,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,5,1,1,4,4,0,0,2,0,2,4,2,3,3,3,3,2,4,3,3,5,1,2,3,4,3,0,3,4,4,4,3
32121.03,Radiation therapists,2,3,5,3,3,3,3,5,3,4,4,4,1,2,4,0,0,0,4,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,4,0,1,3,0,2,4,2,4,3,3,3,2,4,3,4,4,1,1,3,4,2,0,4,4,3,4,4
32121.04,Magnetic Resonance Technologist,2,3,4,3,3,3,3,5,3,4,3,3,1,2,4,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,1,1,1,5,0,0,2,0,0,2,3,3,2,4,2,2,4,3,3,4,1,1,3,4,4,0,4,4,4,3,3
32122.00,Medical sonographers,1,3,4,3,3,3,3,4,3,3,3,3,1,2,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,2,5,1,4,3,3,3,2,4,4,3,5,1,2,2,5,3,0,3,3,3,3,3
32123.01,Cardiology technologists,1,3,4,3,3,3,3,5,3,3,3,3,1,2,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,4,0,0,3,0,2,4,1,4,2,4,3,2,4,4,3,4,1,1,3,4,3,0,3,4,3,4,3
32123.02,Electrophysiological technologists,1,3,3,3,3,3,2,4,3,4,3,3,1,2,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,3,1,1,0,4,0,0,2,0,2,4,0,4,3,3,3,2,4,4,3,4,1,2,4,4,3,0,3,3,4,4,3
32124.00,Pharmacy technicians,2,3,4,2,3,2,1,5,2,4,4,4,1,2,4,1,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,2,1,0,2,0,1,2,0,1,4,1,4,1,5,3,3,4,5,3,4,1,3,3,5,2,0,3,3,4,4,4
32129.01,Dietary technicians,1,2,2,3,3,2,0,4,2,4,3,2,1,2,2,1,0,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,1,1,0,2,0,1,2,0,1,4,1,3,3,3,3,2,4,3,3,4,0,2,3,4,3,2,3,3,4,3,3
32129.02,Ocularists,1,3,3,4,4,3,1,4,3,1,3,3,1,3,3,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,4,0,1,2,0,1,4,0,2,4,2,2,2,4,4,3,4,0,1,4,4,3,0,3,4,4,3,3
32129.03,Prosthetists and orthotists,1,3,3,4,4,3,1,4,3,1,3,3,1,3,3,3,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,3,3,0,4,0,2,2,0,1,4,0,2,4,2,2,2,4,4,4,4,1,1,4,4,3,0,3,4,4,3,3
32129.04,Prosthetic and orthotic technicians,1,3,3,3,3,2,1,4,3,2,3,3,1,2,2,4,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,3,3,3,4,0,2,2,0,1,4,1,3,3,3,2,2,4,4,2,4,0,1,3,4,3,0,2,4,3,3,3
32200.01,Traditional Chinese medicine practitioners,1,3,4,5,4,3,0,4,3,3,3,3,1,2,3,1,0,0,0,3,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,3,0,2,2,0,0,4,1,3,2,3,2,2,4,5,3,4,1,2,4,5,3,1,2,4,4,4,3
32200.02,Acupuncturists,1,3,4,4,4,3,0,4,3,3,3,3,1,2,3,1,0,0,0,3,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,1,2,0,0,4,1,3,2,3,2,2,4,5,3,4,1,2,4,4,3,1,2,4,4,3,3
32201.00,Massage therapists,1,3,3,4,4,3,0,3,4,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,0,3,0,1,4,2,4,2,4,1,2,5,5,1,4,1,1,4,3,3,1,0,3,4,1,1
32209.01,Herbalists,1,3,4,4,4,4,0,4,3,2,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,0,1,0,0,2,0,2,3,3,1,2,4,5,3,4,1,2,4,3,3,2,2,4,4,3,3
32209.02,Osteopathic manual practitioners,1,3,3,4,4,3,0,4,4,3,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,0,3,0,1,4,2,4,2,4,1,2,4,5,3,4,1,2,4,4,3,1,2,4,4,4,3
32209.03,Homeopaths,1,3,4,4,4,4,0,4,3,2,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,0,1,0,0,2,0,2,3,3,1,2,4,5,3,4,1,2,4,4,3,2,2,4,4,3,3
32209.04,Reflexologists,1,3,3,4,4,3,0,4,4,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,5,0,1,1,0,1,0,0,2,0,1,4,1,4,2,3,1,2,4,5,3,4,1,1,4,4,2,1,1,3,4,3,1
32209.05,Holistic nutritionists,1,3,3,4,4,3,0,4,4,2,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,1,1,0,1,0,0,1,0,0,2,0,1,4,2,1,2,4,5,3,4,1,1,4,4,3,1,1,3,4,1,1
32209.06,Naturotherapists,1,2,4,4,4,3,0,4,4,2,3,4,1,2,3,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,1,0,0,1,0,0,2,0,1,3,2,1,2,4,5,3,4,1,2,4,5,3,1,2,4,4,1,1
33100.01,Dental assistants,1,2,3,2,3,3,1,4,2,4,4,4,1,2,4,3,1,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,3,2,2,5,0,2,3,0,3,5,1,4,3,3,2,2,5,5,3,4,1,2,4,5,2,1,2,4,3,5,5
33100.02,Dental Laboratory Assistants,1,3,3,2,3,3,1,4,2,4,4,4,1,2,4,5,1,0,3,2,0,0,0,0,0,5,5,0,0,0,0,0,0,4,2,3,2,1,4,0,3,1,0,0,5,0,4,4,3,1,0,4,4,3,3,0,1,3,4,2,0,2,2,3,4,4
33101.00,Medical laboratory assistants and related technical occupations,1,2,4,2,3,3,2,5,1,4,4,4,1,2,5,4,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,0,5,0,4,3,0,2,4,2,4,3,3,3,2,4,4,3,4,1,2,4,4,4,0,3,4,3,4,4
33102.00,"Nurse aides, orderlies and patient service associates",1,3,4,3,3,3,1,4,2,4,4,4,1,2,5,2,1,0,2,0,0,1,1,0,0,5,5,0,0,1,1,1,1,5,1,3,1,1,3,0,2,3,0,2,3,2,3,1,4,3,3,5,5,4,4,2,3,3,4,2,1,3,4,3,4,4
33103.00,Pharmacy technical assistants and pharmacy assistants,2,3,4,2,3,2,1,4,1,4,3,4,1,2,4,1,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,1,1,0,2,0,1,2,0,1,4,1,4,1,5,2,3,5,5,3,5,1,3,4,5,2,1,3,3,4,5,4
33109.01,Audiometric technicians,1,3,2,3,3,2,1,4,3,3,3,2,1,2,2,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,4,0,0,1,0,0,4,0,3,4,2,2,0,5,5,3,5,0,0,3,4,3,0,3,2,3,4,3
33109.02,Orthopedic technologists,1,3,4,3,4,3,0,5,3,3,3,3,1,3,4,4,0,0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,4,2,0,4,0,3,3,0,1,4,2,3,3,3,2,2,5,5,3,4,2,2,3,5,3,0,3,3,3,4,4
33109.03,Rehabilitation aides,1,3,3,3,3,3,1,4,2,3,4,4,1,2,3,2,0,0,0,1,0,1,1,0,0,5,5,1,1,1,1,1,1,5,0,2,1,0,3,0,1,3,0,2,4,2,3,2,4,3,2,5,5,4,4,2,3,4,5,3,1,3,4,4,4,4
33109.04,Ophthalmic assistants,2,3,4,3,3,3,1,5,2,4,4,4,1,2,3,1,1,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,1,3,0,1,2,0,1,4,1,3,3,3,3,2,5,5,3,4,1,2,4,4,3,1,3,4,4,4,4
33109.05,Optical/ophthalmic laboratory technicians and assistants,2,3,2,3,3,2,4,4,2,4,4,4,1,2,1,3,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,2,2,0,4,0,2,2,0,1,4,1,4,2,4,3,2,4,4,3,3,0,2,3,3,3,1,3,3,3,4,3
33109.06,Sterile processing technicians,2,1,3,2,3,2,3,5,3,4,3,3,1,2,5,5,0,3,3,2,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,4,3,4,5,0,5,3,0,1,4,2,4,1,4,3,2,4,3,2,0,0,0,3,4,2,0,4,4,4,3,3
33109.07,Blood donor clinic assistants,1,3,4,2,3,3,1,4,1,4,4,4,1,2,4,4,0,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,4,0,3,3,0,2,4,2,3,3,3,3,2,5,5,3,4,1,2,3,5,2,0,2,3,3,3,3
33109.08,Morgue attendants,1,2,2,3,3,2,1,4,2,3,4,3,1,2,4,4,0,0,4,4,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,3,2,0,5,0,4,2,0,1,5,0,3,3,3,3,2,4,4,2,3,0,1,3,4,2,0,3,4,4,3,3
40010.00,Government managers - health and social policy development and program administration,2,4,3,5,5,4,0,4,5,3,4,5,1,3,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,1,1,3,5,5,4,4,0,1,5,5,4,4,5,3,5,5,5
40011.00,"Government managers - economic analysis, policy development and program administration",2,4,3,5,5,4,0,4,5,3,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,1,1,3,5,5,4,4,0,1,5,5,4,4,5,2,5,5,5
40012.00,Government managers - education policy development and program administration,2,4,3,5,5,4,0,4,5,3,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,1,1,3,5,5,4,4,0,1,5,5,4,4,5,3,5,5,5
40019.00,Other managers in public administration,2,4,3,5,4,4,0,4,5,3,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,2,4,1,1,3,5,5,4,3,0,1,5,5,3,3,5,3,5,5,5
40020.01,Faculty administrators,1,3,1,4,3,4,0,4,4,2,4,2,1,2,0,1,0,0,0,0,0,1,1,0,0,5,5,1,1,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,2,1,2,5,5,4,4,0,2,5,5,4,3,4,3,4,4,4
40020.02,Registrars,2,3,1,4,3,4,0,4,4,2,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,3,4,2,1,2,5,4,4,4,0,2,5,4,4,2,4,3,4,4,4
40020.03,Administrator of vocational training schools,1,3,1,4,3,4,0,4,4,2,4,3,1,2,1,1,0,0,0,0,0,1,1,0,0,5,5,1,1,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,2,1,2,5,5,4,4,0,2,5,5,4,2,4,3,4,4,4
40021.01,School principals,1,4,3,5,4,5,0,4,5,2,4,5,1,3,1,0,0,1,0,0,0,0,0,0,0,5,5,1,1,2,2,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,1,4,2,2,3,5,5,5,5,1,3,4,4,3,3,5,4,4,5,4
40021.02,Administrators of elementary and secondary education,1,3,2,4,4,4,0,4,4,2,4,5,1,2,1,0,0,1,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,2,0,1,4,1,1,4,5,5,5,5,1,4,4,5,3,3,5,3,5,5,4
40030.00,"Managers in social, community and correctional services",2,3,3,4,4,4,0,4,4,2,4,5,1,3,1,0,0,1,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,2,4,1,1,4,5,5,4,4,2,3,5,4,3,3,5,3,5,5,5
40040.00,Commissioned police officers and related occupations in public protection services,2,4,4,5,4,4,0,3,4,2,4,4,1,3,1,2,2,2,3,3,0,1,1,1,1,5,4,1,1,1,1,1,1,3,1,1,1,2,2,0,2,1,0,1,3,0,2,4,3,2,3,4,5,4,5,3,3,5,4,3,2,4,4,4,4,5
40041.00,Fire chiefs and senior firefighting officers,1,3,4,3,4,5,1,4,4,2,4,4,1,2,1,3,3,3,3,3,3,2,2,2,1,3,3,3,2,4,3,2,1,4,1,3,3,3,3,1,2,3,2,2,3,2,3,3,3,3,2,4,4,5,4,1,2,4,4,3,2,5,5,4,4,5
40042.00,Commissioned officers of the Canadian Armed Forces,2,4,4,5,4,4,1,4,4,3,4,4,1,3,1,2,3,3,3,3,1,2,2,2,1,4,3,2,1,3,3,2,1,3,1,2,2,3,3,0,2,1,0,1,3,1,2,3,3,2,4,4,5,4,5,3,3,4,4,4,3,4,5,4,4,5
41100.00,Judges,1,3,5,5,4,5,0,5,3,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,1,0,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2
41101.00,Lawyers and Quebec notaries,1,4,5,4,4,5,0,5,3,2,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,1,4,2,1,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,3
41200.00,University professors and lecturers,1,4,2,4,3,4,0,4,4,2,4,5,1,3,1,1,0,0,0,0,0,1,1,1,1,4,4,1,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,2,0,2,4,3,1,3,3,3,4,3,1,1,4,4,3,4,3,3,3,3,2
41201.01,Post-secondary teaching assistants,1,4,1,3,2,2,0,3,3,3,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,1,2,0,2,3,3,2,1,3,3,3,2,0,1,4,4,2,3,2,2,1,3,3
41201.02,Post-secondary research assistants,1,4,1,2,2,2,0,4,2,3,3,3,2,1,0,0,0,0,0,0,0,1,1,1,1,4,5,1,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,1,1,2,5,1,1,1,3,3,2,3,0,1,4,3,2,1,3,1,3,3,3
41210.00,College and other vocational instructors,1,2,2,4,3,4,0,3,4,2,3,3,1,2,1,1,1,1,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,3,0,2,2,1,2,0,1,1,0,1,2,1,2,3,3,1,3,5,3,4,3,1,2,4,4,3,5,3,3,3,2,3
41220.00,Secondary school teachers,1,2,2,3,3,4,0,2,4,2,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,3,0,2,2,0,0,0,1,1,0,0,1,1,2,3,3,2,3,5,4,4,3,1,3,4,4,3,5,3,4,3,2,3
41221.00,Elementary school and kindergarten teachers,1,2,2,3,3,4,0,3,4,3,4,4,1,3,2,1,0,1,0,0,0,0,0,0,0,4,4,1,1,2,1,0,0,4,0,4,2,0,1,0,1,2,0,0,2,0,2,2,4,3,3,5,4,4,4,1,2,4,5,4,5,3,3,3,4,3
41300.00,Social workers,1,2,3,3,3,4,1,3,3,3,4,3,1,3,2,1,1,1,0,0,0,2,1,0,0,4,4,1,1,2,1,2,1,3,0,2,2,0,1,0,1,1,0,1,1,0,2,3,3,2,4,5,5,4,4,3,3,5,5,3,3,3,3,5,4,4
41301.00,Therapists in counselling and related specialized therapies,1,3,3,3,3,4,0,3,3,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,1,1,3,5,5,4,4,2,3,4,4,4,3,3,3,4,4,4
41302.00,Religious leaders,1,2,2,4,4,4,0,3,5,2,2,3,1,3,1,0,0,1,0,0,0,0,0,0,0,4,4,0,0,1,1,1,1,3,0,1,1,0,0,0,1,1,0,0,1,0,1,3,3,2,2,5,3,4,4,0,2,4,3,3,3,3,2,4,4,3
41310.01,Police investigators,1,3,4,4,4,4,1,4,4,2,3,3,1,3,1,2,2,2,2,4,1,2,2,0,0,3,3,2,2,2,2,2,2,3,1,2,1,1,2,0,1,1,1,2,2,1,1,3,4,3,3,4,4,4,5,3,4,4,4,3,2,4,4,4,4,4
41310.02,Coroners and medical examiners,1,2,3,4,3,4,0,5,3,3,3,3,1,2,5,3,2,2,3,3,1,2,2,0,0,4,4,1,1,2,2,1,1,4,1,3,2,3,3,0,3,2,0,2,3,1,2,3,4,2,2,3,4,4,5,0,2,4,4,3,2,3,3,3,3,4
41311.00,Probation and parole officers,1,2,3,4,3,4,0,3,3,3,3,4,1,2,2,1,0,1,1,0,0,2,1,0,0,4,4,1,1,2,1,1,1,3,0,2,2,0,0,0,1,1,0,0,2,0,3,4,2,2,4,4,5,4,4,3,4,5,4,4,2,2,3,5,4,3
41320.00,Educational counsellors,1,3,2,3,3,3,0,3,3,2,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,0,0,1,4,2,1,3,4,5,4,4,1,3,4,5,3,3,2,3,4,4,4
41321.00,Career development practitioners and career counsellors (except education),1,2,2,3,3,3,0,3,3,3,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,2,4,2,1,3,5,5,4,4,1,2,3,4,3,3,3,2,3,4,4
41400.01,Ergonomists,1,3,3,3,3,3,1,4,3,2,2,2,1,2,0,0,1,1,0,0,0,2,2,0,0,4,4,1,1,1,1,1,1,4,0,2,1,0,0,0,1,1,0,2,2,0,1,3,3,2,2,4,4,4,4,0,1,4,4,3,2,3,5,4,3,3
41400.02,Occupational or industrial hygienists,1,2,3,3,3,3,1,4,3,2,2,2,1,2,2,3,1,2,2,2,1,2,2,0,0,3,3,3,3,2,2,2,1,4,0,2,2,2,3,0,1,2,1,2,2,0,1,3,3,2,2,4,4,4,4,0,1,5,4,3,2,3,5,4,3,3
41400.03,Patent agents,2,4,3,3,3,3,1,4,2,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,4,4,2,1,3,4,5,4,5,0,1,5,3,4,3,2,2,3,4,3
41400.04,Science policy and program officers,1,3,1,3,2,3,1,4,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,2,5,1,1,2,4,4,4,3,0,0,5,3,3,2,3,1,4,4,4
41400.05,Technology transfer officers,2,4,3,2,3,3,1,4,3,4,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,4,4,2,1,3,4,4,4,5,0,1,5,3,4,3,3,2,4,4,5
