Code de profile professionnel SIPeC,Renseignements supplementaires
72021.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72022.00,"L'expérience permet d'accéder à des postes de direction tels que directeur de service, de production ou d'usine."
72024.00,Il y a peu de mobilité entre les différents secteurs du transport de ce groupe de base.
72100.01,La connaissance des matériaux exotiques ou composés peut être exigée des machinistes dans le domaine de l'aviation et dans d'autres secteurs de pointe.
72100.01,La mention Sceau rouge permet une mobilité interprovinciale.
72100.01,L'expérience permet d'accéder à des postes de supervision.
72100.02,La connaissance des matériaux exotiques ou composés peut être exigée des machinistes dans le domaine de l'aviation et dans d'autres secteurs de pointe.
72100.02,La mention Sceau rouge permet une mobilité interprovinciale.
72100.02,L'expérience permet d'accéder à des postes de supervision.
72101.01,La mention Sceau rouge permet une mobilité interprovinciale.
72101.01,L'expérience permet d'accéder à des postes de supervision.
72101.02,La mention Sceau rouge permet une mobilité interprovinciale.
72101.02,L'expérience permet d'accéder à des postes de supervision.
72102.00,La mention Sceau rouge permet une mobilité interprovinciale.
72102.00,L'expérience permet d'accéder à des postes de supervision.
72102.00,"Les tôliers peuvent se spécialiser dans l'installation chez le client, dans la fabrication en atelier de produits en tôle, ou encore dans le service et l'entretien de l'équipement et des systèmes en place."
72103.00,La mention Sceau rouge permet une mobilité interprovinciale.
72103.00,L'expérience permet d'accéder à des postes de supervision.
72103.00,"Les chaudronniers peuvent se spécialiser en montage, levage, préparation, assemblage ou divers aspects de soudage du métier."
72104.00,L'expérience permet d'accéder à des postes de supervision.
72104.00,Certains monteurs-ajusteurs de charpentes métalliques peuvent aussi être certifiés comme soudeurs qualifiés.
72104.00,La mention Sceau rouge permet une mobilité interprovinciale.
72105.00,La mention Sceau rouge permet une mobilité interprovinciale.
72105.00,L'expérience permet d'accéder à des postes de supervision.
72106.01,La mention Sceau rouge permet une mobilité interprovinciale.
72106.01,L'expérience permet d'accéder à des postes de supervision.
72106.01,"Les soudeurs peuvent se spécialiser dans un type de soudage dans les domaines suivants : fabrication sur mesure, construction et réparation de navires, contenants pressurisés, constructions de pipelines et de charpentes structurelles, réparation de machinerie et d'équipement et soudage de précision en aérospatiale."
72106.02,La mention Sceau rouge permet une mobilité interprovinciale.
72106.02,L'expérience permet d'accéder à des postes de supervision.
72200.00,La mention Sceau rouge permet une mobilité interprovinciale.
72200.00,L'expérience permet d'accéder à des postes de supervision.
72201.00,La mention Sceau rouge permet une mobilité interprovinciale.
72201.00,L'expérience permet d'accéder à des postes de supervision.
72202.00,L'expérience permet d'accéder à des postes de supervision.
72203.00,La mention Sceau rouge permet une mobilité interprovinciale.
72203.00,L'expérience permet d'accéder à des postes de supervision.
72204.00,L'expérience permet d'accéder à des postes de supervision.
72205.05,L'expérience permet d'accéder à des postes de supervision de technicien de service de télévision par câble.
72300.00,La mention Sceau rouge permet une mobilité interprovinciale.
72300.00,L'expérience permet d'accéder à des postes de supervision.
72301.01,La mention Sceau rouge permet une mobilité interprovinciale.
72301.01,L'expérience permet d'accéder à des postes de supervision.
72301.02,La mention Sceau rouge permet une mobilité interprovinciale.
72301.02,L'expérience permet d'accéder à des postes de supervision.
72302.00,L'expérience permet d'accéder à des postes de supervision.
72310.00,La mention Sceau rouge permet une mobilité interprovinciale.
72310.00,L'expérience permet d'accéder à des postes de supervision.
72311.00,La mention Sceau rouge permet une mobilité interprovinciale.
72311.00,L'expérience permet d'accéder à des postes de supervision.
72320.00,La mention Sceau rouge permet une mobilité interprovinciale.
72320.00,L'expérience permet d'accéder à des postes de supervision.
72321.00,La mention Sceau rouge permet une mobilité interprovinciale.
72321.00,L'expérience permet d'accéder à des postes de supervision.
72400.01,"Les mécaniciens de chantier travaillent surtout à l'installation initiale de machinerie industrielle et de matériel d'usine, tandis que les mécaniciens industriels effectuent plutôt l'entretien et les réparations qui suivent l'installation de machinerie et de matériel."
72400.01,"Les mécaniciens industriels et de chantier peuvent suivre une formation polyvalente dans un second métier, notamment en tuyauterie, en soudure, en usinage ou en entretien électrique."
72400.01,La mention Sceau rouge permet une mobilité interprovinciale.
72400.01,L'expérience permet d'accéder à des postes de supervision.
72401.00,L'expérience permet d'accéder à des postes de supervision.
72401.00,La mention Sceau rouge permet une mobilité interprovinciale.
72401.00,"Les mécaniciens d'équipement lourd peuvent se spécialiser dans des types de machinerie particulière, comme des multiculteurs et des véhicules chenillés, ou dans le réglage de moteurs, de transmissions à changement de vitesse sous charge, dans les moteurs à injection, l'hydraulique ou l'électronique."
72402.00,La mention Sceau rouge permet une mobilité interprovinciale.
72402.00,L'expérience permet d'accéder à des postes de supervision.
72403.00,L'expérience permet d'accéder à des postes de supervision.
72404.01,"Les mécaniciens d'aéronefs peuvent passer à des postes de contremaîtres, de surveillants d'atelier ou de contrôleurs d'aéronefs."
72404.01,Les mécaniciens et contrôleurs d'aéronefs peuvent ajouter à leur licence de TEA les attestations et les annotations leur permettant de contrôler et de certifier des aéronefs et des systèmes d'aéronefs plus variés.
72404.01,"Les licences de TEA sont émises dans les catégories suivantes : M - maintenance des petits et gros aéronefs, E - systèmes électroniques, S - structures d'aéronefs."
72404.01,"Les mécaniciens d'aéronefs sont généralement spécialisés dans des systèmes d'aéronefs particuliers, tels les moteurs, les organes auxiliaires, les cellules, les hélices, les composantes mécaniques ou les systèmes hydrauliques, ainsi que dans des types d'aéronefs précis, comme les avions légers, les avions de transport à réaction et les hélicoptères."
72404.02,L'expérience permet aux contrôleurs d'aéronefs d'accéder à des postes de contrôleurs d'atelier.
72404.02,Les mécaniciens et contrôleurs d'aéronefs peuvent ajouter à leur licence de TEA les attestations et les annotations leur permettant de contrôler et de certifier des aéronefs et des systèmes d'aéronefs plus variés.
72404.02,"Les licences de TEA sont émises dans les catégories suivantes : M - maintenance des petits et gros aéronefs, E - systèmes électroniques, S - structures d'aéronefs."
72405.00,L'expérience permet d'accéder à des postes de supervision.
72406.00,L'expérience permet d'accéder à des postes de supervision.
72406.00,"Les constructeurs et les mécaniciens d'ascenseurs peuvent se spécialiser dans la construction, l'entretien ou la réparation."
72410.01,"Une formation supplémentaire permet aux mécaniciens d'automobiles, de camions et de véhicules de transport de travailler dans l'un ou l'autre de ces domaines."
72410.01,La mention Sceau rouge permet une mobilité interprovinciale.
72410.01,L'expérience permet aux mécaniciens dans ce groupe de base d'accéder à des postes de supervision.
72410.01,"Les travailleurs inclus dans ce groupe de base peuvent se spécialiser dans les domaines suivants : moteur et alimentation en carburant, systèmes de transmission, systèmes de climatisation, de refroidissement et de chauffage, direction, alignement, freins, lignes de compression, suspension, systèmes électriques et électroniques, réparation de remorques routières ou services de diagnostic."
72410.02,"Une formation supplémentaire permet aux mécaniciens d'automobiles, de camions et de véhicules de transport de travailler dans l'un ou l'autre de ces domaines."
72410.02,La mention Sceau rouge permet une mobilité interprovinciale.
72410.02,L'expérience permet aux mécaniciens dans ce groupe de base d'accéder à des postes de supervision.
72410.02,Un programme d'apprentissage permet aux réparateurs de véhicules automobiles dans la fabrication de véhicules automobiles d'accéder à des postes de mécaniciens de véhicules automobiles. L'expérience leur permet d'accéder à des postes de supervision en fabrication de véhicules automobiles.
72410.02,"Les travailleurs inclus dans ce groupe de base peuvent se spécialiser dans les domaines suivants : moteur et alimentation en carburant, systèmes de transmission, systèmes de climatisation, de refroidissement et de chauffage, direction, alignement, freins, lignes de compression, suspension, systèmes électriques et électroniques, réparation de remorques routières ou services de diagnostic."
72410.03,"Une formation supplémentaire permet aux mécaniciens d'automobiles, de camions et de véhicules de transport de travailler dans l'un ou l'autre de ces domaines."
72410.03,La mention Sceau rouge permet une mobilité interprovinciale.
72410.03,L'expérience permet aux mécaniciens dans ce groupe de base d'accéder à des postes de supervision.
72410.03,"Les travailleurs inclus dans ce groupe de base peuvent se spécialiser dans les domaines suivants : moteur et alimentation en carburant, systèmes de transmission, systèmes de climatisation, de refroidissement et de chauffage, direction, alignement, freins, lignes de compression, suspension, systèmes électriques et électroniques, réparation de remorques routières ou services de diagnostic."
72411.00,La mention Sceau rouge permet une mobilité interprovinciale.
72411.00,"L'expérience permet aux techniciens en collision, en carrosserie et en peinture d'automobiles et aux estimateurs de dommages aux véhicules automobiles  d'accéder à des postes de supervision."
72411.00,Un programme d'apprentissage permet aux réparateurs de carrosserie dans la construction de véhicules automobiles d'accéder à des postes de débosseleurs. L'expérience leur permet également d'accéder à des postes de supervision dans la construction de véhicules automobiles.
72420.00,La mention Sceau rouge permet une mobilité interprovinciale.
72420.00,L'expérience permet d'accéder à des postes de supervision.
72421.01,La mention Sceau rouge permet une mobilité interprovinciale.
72421.01,L'expérience permet d'accéder à des postes de supervision.
72421.02,La mention Sceau rouge permet une mobilité interprovinciale.
72421.02,L'expérience permet d'accéder à des postes de supervision.
72422.00,La mention Sceau rouge permet une mobilité interprovinciale.
72422.00,"Bien que les travailleurs de ce groupe de base puissent se spécialiser, ils doivent être compétents dans la réparation de tous les dispositifs électriques."
72422.00,L'expérience permet d'accéder à des postes de supervision.
72422.00,"Les électromécaniciens peuvent se spécialiser dans certains genres de dispositifs, tels que les moteurs électriques ou les transformateurs, ou accomplir certaines fonctions, telles que l'enroulement des bobines."
72423.01,La mention Sceau rouge permet une mobilité interprovinciale.
72423.01,Il existe une mobilité entre certaines une des professions dans ce groupe de base.
72423.01,L'expérience permet d'accéder à des postes de supervision.
72423.02,La mention Sceau rouge permet une mobilité interprovinciale.
72423.02,Il existe une mobilité entre certaines une des professions dans ce groupe de base.
72423.02,L'expérience permet d'accéder à des postes de supervision.
72429.00,L'expérience permet d'accéder à des postes de supervision.
72500.00,La mention Sceau rouge permet une mobilité interprovinciale.
72500.00,L'expérience permet d'accéder à des postes de supervision.
72501.00,Une mobilité existe entre les différents conducteurs de forage de puits dans ce groupe de base.
72501.00,L'expérience permet d'accéder à des postes de supervision.
72501.00,"Les foreurs de puits d'eau peuvent se spécialiser dans une méthode spécifique de forage, telle que le forage au câble, au rotary, à cuiller, à marteau ou à circulation inverse."
72600.02,Les mécaniciens de bord qui complètent les heures requises d'expérience en vol et qui détiennent les mentions et les licences requises peuvent accéder à des postes de copilote et de pilote.
72601.01,Les contrôleurs de la circulation aérienne titulaires des annotations requises par NAV Canada et possédant de l'expérience peuvent passer à des unités accueillant un plus grand volume de trafic.
72602.00,"Transports Canada administre un programme de certification d'officier de pont de plusieurs niveaux. Une formation supplémentaire, des examens et de l'expérience permettent de passer d'un niveau de certification à un autre."
72602.00,"Il est possible d'accéder à des postes semblables, chez un autre employeur, dans la mesure où ces postes nécessitent un même niveau de certification."
72602.00,L'expérience permet d'accéder à des postes de direction dans le domaine du transport.
72603.00,"Le certificat de mécanicien de marine de quatrième niveau représente le niveau d'entrée dans le programme de certification de quatre niveaux administré par Transports Canada. L'expérience, la formation et des examens permettent de passer d'un niveau de certification à un autre."
72603.00,La mobilité parmi les employeurs est possible pour les postes exigeant le même niveau de certification.
72603.00,L'expérience permet d'accéder à des postes de gestion dans le domaine du transport.
72604.01,Il y a peu de mobilité entre les postes de contrôleur de la circulation ferroviaire et ceux de la circulation maritime.
72604.01,L'expérience permet aux contrôleurs de la circulation ferroviaire d'accéder à des postes de supervision dans les opérations du transport ferroviaire.
72604.02,Il y a peu de mobilité entre les postes de contrôleur de la circulation ferroviaire et ceux de la circulation maritime.
72999.01,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.01,L'expérience permet d'accéder à des postes de supervision.
72999.02,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.02,L'expérience permet d'accéder à des postes de supervision.
72999.03,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.03,L'expérience permet d'accéder à des postes de supervision.
72999.04,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.04,L'expérience permet d'accéder à des postes de supervision.
72999.05,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.05,L'expérience permet d'accéder à des postes de supervision.
72999.06,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
72999.06,L'expérience permet d'accéder à des postes de supervision.
73100.00,La mention Sceau rouge permet une mobilité interprovinciale.
73100.00,L'expérience permet d'accéder à des postes de supervision.
73101.00,La mention Sceau rouge permet une mobilité interprovinciale.
73102.01,L'expérience permet d'accéder à des postes de supervision.
73102.01,La mention Sceau rouge des latteurs (spécialistes de systèmes d'intérieur) permet une mobilité interprovinciale.
73102.02,L'expérience permet d'accéder à des postes de supervision.
73102.02,La mention Sceau rouge des latteurs (spécialistes de systèmes d'intérieur) permet une mobilité interprovinciale.
73102.03,L'expérience permet d'accéder à des postes de supervision.
73102.03,La mention Sceau rouge des latteurs (spécialistes de systèmes d'intérieur) permet une mobilité interprovinciale.
73110.01,La mention Sceau rouge permet une mobilité interprovinciale.
73110.01,L'expérience permet d'accéder à des postes de supervision.
73110.02,La mention Sceau rouge permet une mobilité interprovinciale.
73110.02,L'expérience permet d'accéder à des postes de supervision.
73111.00,La mention Sceau rouge permet une mobilité interprovinciale.
73111.00,L'expérience permet d'accéder à des postes de supervision.
73112.00,La mention Sceau rouge permet une mobilité interprovinciale.
73112.00,L'expérience permet d'accéder à des postes de supervision.
73113.00,La mention Sceau rouge permet une mobilité interprovinciale.
73113.00,L'expérience permet d'accéder à des postes de supervision.
73200.00,Il existe une certaine mobilité entre les divers emplois d'installateurs et de réparateurs de ce groupe de base.
73201.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
73202.00,L'expérience permet aux fumigateurs et aux préposés au contrôle de la vermine d'accéder à des postes de supervision.
73209.00,Une certaine mobilité est possible entre les travailleurs de ce groupe de base.
73209.00,L'expérience permet d'accéder à des postes de supervision.
73300.01,"L'expérience ou une formation supplémentaire permet d'accéder à des postes de superviseur ou à des postes non itinérants, tels qu'instructeur de conduite de camions, agent de sécurité ou répartiteur."
73300.02,"L'expérience ou une formation supplémentaire permet d'accéder à des postes de superviseur ou à des postes non itinérants, tels qu'instructeur de conduite de camions, agent de sécurité ou répartiteur."
73301.01,"L'expérience permet d'accéder à des postes de supervision, d'inspection, ou de formation dans le transport en commun."
73301.02,"L'expérience permet d'accéder à des postes de supervision, d'inspection, ou de formation dans le transport en commun."
73301.03,"L'expérience permet d'accéder à des postes de supervision, d'inspection, ou de formation dans le transport en commun."
73310.01,La mobilité entre les postes de mécaniciens de locomotive d'une société ou compagnie de transport ferroviaire à une autre est limitée en raison des dispositions quant aux politiques d'ancienneté des conventions collectives.
73310.02,La mobilité entre les postes de mécaniciens de locomotive d'une société ou compagnie de transport ferroviaire à une autre est limitée en raison des dispositions quant aux politiques d'ancienneté des conventions collectives.
73311.01,L'expérience permet aux chefs de train d'accéder à des postes de mécanicien de locomotive.
73311.02,L'expérience permet aux serre-freins d'accéder à des postes de chef de train.
73400.00,L'expérience permet d'accéder à des postes de supervision.
73400.00,La mention Sceau rouge permet une mobilité interprovinciale.
73401.00,L'expérience permet d'accéder à des postes de supervision tels que surveillant d'imprimerie.
73402.01,Les foreurs et les dynamiteurs cumulent souvent les deux fonctions.
73402.01,L'expérience permet d'accéder à des postes de supervision.
73402.02,Les foreurs et les dynamiteurs cumulent souvent les deux fonctions.
73402.02,L'expérience permet d'accéder à des postes de supervision.
74100.01,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision ou de gestion de service.
74100.02,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision ou de gestion de service.
74101.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
74102.00,Une certaine mobilité existe vers d'autres postes de livraison tels que chauffeurs-livreurs.
74102.00,Il existe parfois une mobilité permettant d'accéder aux postes de commis au sein de l'entreprise.
74102.00,L'expérience permet parfois d'accéder à des postes de supervision.
74200.01,L'expérience permet d'accéder à des postes de serre-freins.
74200.02,L'expérience permet d'accéder à des postes de serre-freins.
74201.01,"La formation et les examens pour les différentes attestations et certifications, y compris le certificat de Fonction d'urgence en mer (FUM) ont lieu après l'embauche en tant que matelot de pont."
74201.01,"L'expérience est exigée pour les postes supérieurs dans ce groupe de base, tels que matelots brevetés."
74201.01,"L'expérience, une formation supplémentaire et un certificat d'officier de pont de Transports Canada permettent d'accéder à des postes d'officiers de pont et de salle des machines."
74201.02,"La formation et les examens pour les différentes attestations et certifications, y compris le certificat de Fonction d'urgence en mer (FUM) ont lieu après l'embauche en tant que matelot de pont."
74201.02,"L'expérience est exigée pour les postes supérieurs dans ce groupe de base, tels que matelots brevetés."
74201.02,"L'expérience, une formation supplémentaire et un certificat d'officier de pont de Transports Canada permettent d'accéder à des postes d'officiers de pont et de salle des machines."
74202.00,La mobilité parmi les postes dans ce groupe de base est possible.
74203.00,Une certaine mobilité existe entre les poseurs et le personnel d'entretien dans ce groupe de base.
74203.00,L'expérience permet d'accéder à des postes de supervision.
74204.01,"La mobilité entre les emplois compris dans ce groupe de base se rencontre habituellement dans le même domaine de travail, tel que dans les usines de traitement des eaux usées, les usines de filtration et de distribution d'eau ou dans les entreprises de distribution de gaz."
74204.01,L'expérience permet d'accéder à des postes de supervision.
74204.02,"La mobilité entre les emplois compris dans ce groupe de base se rencontre habituellement dans le même domaine de travail, tel que dans les usines de traitement des eaux usées, les usines de filtration et de distribution d'eau ou dans les entreprises de distribution de gaz."
74204.02,L'expérience permet d'accéder à des postes de supervision.
74205.00,L'expérience permet d'accéder à des postes de supervision.
75100.00,L'expérience permet d'accéder à des postes de superviseur ou de contremaître des débardeurs.
75110.00,La mobilité est possible parmi les travailleurs dans ce groupe de base.
75110.00,La progression d’un gréeur à un grutier est possible avec l’expérience et une certification supplémentaire.
75119.00,Il n'y a pas ou peu de mobilité entre les postes de ce groupe de base.
75200.01,L'expérience permet aux chauffeurs de taxi ou de limousine de passer à un poste de chauffeur d'entreprise ou de chauffeur particulier.
75201.00,"L'expérience permet d'accéder à des postes de supervision ou à des postes non itinérants, comme ceux d'instructeur de conduite ou de répartiteur."
75210.01,"Il n'y a pas ou peu de mobilité entre le personnel d'écluses, les conducteurs de bac à câble et les ouvriers au débarcadère."
75210.02,"Il n'y a pas ou peu de mobilité entre le personnel d'écluses, les conducteurs de bac à câble et les ouvriers au débarcadère."
75210.02,La mobilité entre les opérateurs de bateaux dans ce groupe de base est possible.
75210.02,"Une formation additionnelle, de l'expérience et un certificat permettent aux opérateurs de bateaux d'accéder à des postes d'officier de pont."
75210.03,"Il n'y a pas ou peu de mobilité entre le personnel d'écluses, les conducteurs de bac à câble et les ouvriers au débarcadère."
75210.03,La mobilité entre les opérateurs de bateaux dans ce groupe de base est possible.
75210.03,"Une formation additionnelle, de l'expérience et un certificat permettent aux opérateurs de bateaux d'accéder à des postes d'officier de pont."
75210.04,"Il n'y a pas ou peu de mobilité entre le personnel d'écluses, les conducteurs de bac à câble et les ouvriers au débarcadère."
75210.04,La mobilité entre les opérateurs de bateaux dans ce groupe de base est possible.
75210.04,"Une formation additionnelle, de l'expérience et un certificat permettent aux opérateurs de bateaux d'accéder à des postes d'officier de pont."
75211.01,L'expérience permet aux manoeuvres dans le transport ferroviaire d'accéder à des postes en entretien des voies ferrées ou dans les gares de triage.
75212.00,L'expérience permet d'accéder à des postes de supervision ou de conducteur de machinerie d'entretien public.
80010.00,L'expérience permet d'accéder à des postes de cadres dans les différentes industries comprises dans ce groupe.
80020.00,"Les gestionnaires en agriculture gèrent des fermes de différentes tailles et peuvent se spécialiser dans la culture de produits tels que le blé, les pommes ou les pommes de terre, ou dans l'élevage des bovins, des porcins ou de la volaille."
82020.00,"La mobilité entre les secteurs de l'exploitation de mines à ciel ouvert, de mines souterraines, de mines de charbon ou de mines de métal peut être limitée par les différences dans les techniques de production et les permis exigés."
82020.00,"Il existe une mobilité parmi les employeurs, surtout pour les surveillants qui détiennent des diplômes d'études postsecondaires."
82021.00,Il existe peu de mobilité entre les surveillants à l'entretien des puits et les surveillants du forage des puits.
82030.02,"Les surveillants d'exploitations agricoles peuvent se spécialiser dans des domaines tels que les produits laitiers, volailles, porcins, bovins, ovins, équidés, fruits, légumes, l'agriculture mixte ou d'autres spécialisations."
83100.00,"Il existe une mobilité vers d'autres groupes professionnels en exploitation minière, tels que des postes d'entretien et de soutien dans les mines souterraines."
83100.00,La mobilité d'un type de mine à l'autre est assez limitée à cause des différences dans les techniques de production.
83100.00,"Il existe une mobilité entre les employeurs à l'intérieur de chacun des trois types d'exploitations minières souterraines suivants : les mines de charbon, les mines de roches dures et les mines de potasse, de sel ou de roches tendres."
83100.00,L'expérience permet d'accéder à des postes de supervision de l'exploitation des mines.
83101.01,"La mobilité entre les installations de forage et les montages d'entretien est limitée, étant donné la diversité des outillages et des outils employés et des techniques mises en oeuvre, mais elle reste possible, surtout du secteur du forage vers celui de l'entretien."
83101.01,"L'expérience, ainsi que des études et un perfectionnement professionnel supplémentaires, permettent d'accéder à des postes de supervision d'équipe ou de direction."
83101.01,La mention Sceau rouge permet une mobilité interprovinciale.
83101.02,"La mobilité entre les installations de forage et les montages d'entretien est limitée, étant donné la diversité des outillages et des outils employés et des techniques mises en oeuvre, mais elle reste possible, surtout du secteur du forage vers celui de l'entretien."
83101.02,"L'expérience, ainsi que des études et un perfectionnement professionnel supplémentaires, permettent d'accéder à des postes de supervision d'équipe ou de direction."
83101.02,La mention Sceau rouge permet une mobilité interprovinciale.
83110.00,Il est possible de devenir travailleur indépendant à titre d'entrepreneur en exploitation forestière à condition d'investir les fonds nécessaires à l'achat du matériel approprié.
83110.00,Il existe une certaine mobilité dans ce groupe de base vers des postes de conducteurs de matériel de plus en plus complexe.
83110.00,"Il existe une certaine mobilité entre les employeurs, particulièrement lorsqu'il s'agit d'entreprises d'exploitation forestière semblable."
83110.00,Les conducteurs de machines d'abattage d'arbres peuvent effectuer des réparations mineures ainsi que l'entretien des machines.
83110.00,L'expérience permet d'accéder à des postes de supervision en abattage d'arbres et en exploitation forestière.
83120.00,"La réussite des examens de Transports Canada est exigée afin de passer de maître-pêcheur, classe IV à maître-pêcheur, classe I. Des programmes de formation sont offerts dans les centres de formation provinciaux."
83120.00,"L'expérience et une formation supplémentaire permettent d'accéder à des postes d'officiers de vaisseaux marchands ou gouvernementaux, postes exigeant un certificat d'officier de marine."
83121.00,"Une formation additionnelle, l'obtention d'une licence et de l'expérience permettent d'accéder à des postes de patron ou de second sur un bateau de pêche jaugeant plus de cent tonneaux."
84100.00,La mobilité d'un type de mine à un autre est assez limitée à cause des différences dans les techniques de production.
84100.00,"Il existe une mobilité entre les employeurs à l'intérieur de chacun des trois types d'exploitation minière suivants : les mines de charbon, les mines de roches dures et les mines de potasse, de sel ou de roches tendres."
84100.00,Il existe une mobilité vers d'autres groupes professionnels en exploitation minière souterraine.
84101.01,L'expérience permet aux travailleurs du forage de puits de pétrole et de gaz d'accéder à des postes de conducteur d'installation de forage ou de conducteur de montage d'entretien.
84101.02,Les conducteurs de montage d'entretien de puits de pétrole et de gaz peuvent accéder à des postes de supervision d'équipes d'entretien des puits.
84101.02,L'expérience permet aux travailleurs du forage de puits de pétrole et de gaz d'accéder à des postes de conducteur d'installation de forage ou de conducteur de montage d'entretien.
84110.00,"La mobilité peut être limitée entre les zones forestières centrales et de l'est et les zones forestières de l'ouest du pays, où la dimension des arbres ou l'escarpement du terrain exigent des méthodes de coupe et de débusquage différentes."
84110.00,L'expérience permet d'accéder à des postes d'opérateurs de machines d'abattage d'arbres.
84110.00,Il y a une tendance dans les plus grandes entreprises à certifier les opérateurs de scies à chaîne.
84110.00,Il existe une certaine mobilité entre les postes de ce groupe de base parce que les opérateurs de scies à chaîne et les opérateurs d'engins de débardage travaillent souvent en équipe et effectuent des rotations de travail.
84110.00,Les opérateurs de scies à chaîne doivent souvent posséder et entretenir leurs propres scies à chaîne.
84110.00,L'expérience permet d'accéder à des postes de supervision ou d'entrepreneur d'abattage d'arbres.
84111.00,Il existe une certaine mobilité entre les postes de ce groupe de base.
84111.00,Des programmes d'études et une formation supplémentaires permettent d'accéder à des postes de techniciens ou de technologues en sciences forestières.
84111.00,L'expérience permet d'accéder à des postes de supervision.
84120.01,L'expérience permet d'accéder à des postes de supervision.
84120.01,"Les ouvriers spécialisés dans l'élevage du bétail se spécialisent généralement dans l'élevage d'une seule espèce, par exemple, bovins de boucherie ou troupeaux laitiers ou porcins."
84120.02,L'expérience permet d'accéder à des postes de supervision.
84121.00,L'obtention d'un permis d'entrée et d'un bâtiment permet aux matelots de pont sur bâtiment de pêche de devenir patron de bâtiment de pêche.
84121.00,Une formation supplémentaire permet aux matelots de pont sur bâtiment de pêche d'accéder à des postes de quart ou de second.
85100.00,L'expérience permet d'accéder à d'autres postes d'ouvriers d’élevage.
85101.00,L'expérience permet d'accéder à d'autres postes d'ouvriers agricoles.
85103.00,L'expérience permet d'accéder à des postes de supervision tels que surveillant de serre.
85104.00,"Dans certaines juridictions, des secteurs spécifiques peuvent être alloués aux trappeurs, selon leur expérience."
85104.00,Les trappeurs et les chasseurs peuvent se spécialiser dans le piégeage ou la chasse d'une espèce particulière d'animal.
85110.00,De l'expérience et une formation supplémentaire permettent d'accéder à des postes de mineur d'extraction et de préparation de mines souterraines ou de travailleur d'entretien et de soutien des mines souterraines.
85110.00,Il existe une mobilité entre les emplois de ce groupe.
85111.00,L'expérience permet d'accéder à des postes supérieurs en exploitation.
85120.00,"L'expérience permet d'accéder à d'autres postes tels qu'ouvrier en sylviculture et en exploitation forestière, opérateur de scies à chaîne et d'engins de débardage ou conducteur de machines d'abattage d'arbres."
85120.00,Il existe une mobilité entre les postes de ce groupe de base.
85121.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes techniques ou à des postes de supervision en aménagement paysager ou en horticulture.
90010.00,L'expérience permet d'accéder à des postes de direction.
90011.01,L'expérience permet d'accéder à des postes de cadres supérieurs des services d'utilité publique.
90011.02,L'expérience permet d'accéder à des postes de cadres supérieurs des services d'utilité publique.
90011.03,L'expérience permet d'accéder à des postes de cadres supérieurs des services d'utilité publique.
90011.04,L'expérience permet d'accéder à des postes de cadres supérieurs des services d'utilité publique.
90011.05,L'expérience permet d'accéder à des postes de cadres supérieurs des services d'utilité publique.
92011.00,Il existe une certaine mobilité entre des postes comportant l'utilisation de technologies apparentées ou nécessitant des permis semblables à l'intérieur de ce groupe.
92012.00,"Les coordonnateurs de l'analyse des risques et de maîtrise des points de contrôles critiques identifient, évaluent, contrôlent et préviennent les risques à chaque stade du processus de production alimentaire."
92014.00,Il existe une certaine mobilité entre les postes faisant appel à des technologies similaires ou axées sur la fabrication de produits analogues.
92014.00,L'expérience permet d'accéder à des postes de direction.
92015.00,Il existe une certaine mobilité entre des postes de surveillant dans ce groupe.
92015.00,L'expérience permet d'accéder à des postes de gestion.
92020.00,L'expérience permet d'accéder à des postes de gestion.
92024.00,Il existe peu de mobilité parmi les différents types de surveillants dans ce groupe de base.
92100.01,Il existe peu de mobilité entre les opérateurs de centrales nucléaires et les autres opérateurs de centrales électriques.
92100.01,L'expérience et une formation supplémentaire permettent aux mécaniciens de centrales ou de machines fixes de passer à une classe supérieure.
92100.01,L'expérience permet d'accéder à des postes de supervision.
92100.02,Il existe peu de mobilité entre les opérateurs de centrales nucléaires et les autres opérateurs de centrales électriques.
92100.02,L'expérience et une formation supplémentaire permettent aux mécaniciens de centrales ou de machines fixes de passer à une classe supérieure.
92100.02,L'expérience permet d'accéder à des postes de supervision.
92101.01,Il existe peu de mobilité entre les opérateurs d'installations de traitement de l'eau et les opérateurs de traitement des déchets.
92101.01,L'expérience permet d'accéder à des postes de supervision.
92101.02,Il existe peu de mobilité entre les opérateurs d'installations de traitement de l'eau et les opérateurs de traitement des déchets.
92101.02,L'expérience permet d'accéder à des postes de supervision.
