Code de profil professionnel SIPeC,Fonctions principales
73201,"exécuter d'autres travaux d'entretien courants, tels que la peinture et la réparation de panneaux muraux secs;"
73201,maintenir l’inventaire des fournitures et de l’équipement et faire des achats mineurs au besoin;
73201,répondre aux requêtes des résidents pour des réparations mineures;
73201,procéder à des inspections régulières des immeubles pour identifier les défaillances dans les systèmes mécaniques;
73201,"fournir une assistance générale aux professionnels qualifiés tels que les mécaniciens, électriciens, charpentiers et plombiers;"
73201,coordonner la préparation des logements en vue de l'accueil des nouveaux clients;
73201,veiller à ce que des mesures de sécurité et de sureté soient en vigueur dans l’établissement;
73201,"afficher, s'il y a lieu, la disponibilité des locaux, faire visiter les appartements et les bureaux à des locataires éventuels et percevoir les loyers;"
73201,"traiter, s’il y a lieu, les demandes de location, y compris les vérifications des antécédents et du crédit;"
73201,"déplacer, s'il y a lieu, des meubles et de l'équipement lourds ainsi que des fournitures;"
73201,"superviser, au besoin, d'autres travailleurs."
73202,"inspecter l'intérieur et l'extérieur des immeubles, à des intervalles réguliers ou à la demande du propriétaire de l'immeuble, afin de déceler des signes d'infestation;"
73202,déterminer le genre de traitement requis et remettre aux clients une évaluation des coûts;
73202,"préparer et vaporiser un mélange chimique aux endroits infestés en utilisant un vaporisateur mécanique ou électrique afin de tuer les insectes, les rongeurs et les autres vermines;"
73202,fumiger des maisons;
73202,installer des traquenards afin de capturer et d'enlever des animaux tels que mouffettes ou ratons laveurs;
73202,"installer des barrières de contrôle d'animaux tels que des bandes d'aiguilles, des filets et autres appareils pour garder les animaux hors des propriétés;"
73202,"nettoyer les endroits où se tient la vermine en utilisant des râteaux, des pelles, des balais ou des balais laveurs;"
73202,donner des conseils aux clients sur la façon de prévenir les infestations.
73209,vérifier des produits pour déterminer les réparations requises;
73209,"réparer ou remplacer les pièces ou composants défectueux ou usés, à l'aide d'outils manuels, électriques ou spécialement conçus;"
73209,vérifier et ajuster les produits réparés pour s'assurer de leur bon fonctionnement;
73209,effectuer de l'entretien routinier;
73209,"étalonner, au besoin, des produits à l'aide d'outils manuels."
73300.01,"conduire, principalement, des camions gros porteurs, des véhicules articulés allongés et des camions porteurs, de poids supérieur à 4 500 kg, afin de transporter des marchandises sur de longues distances;"
73300.01,planifier la logistique des voyages et obtenir la documentation requise pour transporter des biens;
73300.01,"inspecter les systèmes, les équipements et les accessoires des camions tels que les pneus, les phares et clignotants, les freins et les compartiments frigorifiques avant, pendant et après le voyage;"
73300.01,"veiller à ce que la cargaison soit arrimée et assujettie correctement selon les règles de sécurité, et suivre les procédures de sécurité lors du transport de marchandise dangereuse;"
73300.01,obtenir des licences spéciales et d'autres documents exigés pour transporter de la cargaison sur des routes internationales;
73300.01,"noter l'information sur les cargaisons, les heures de service, les distances parcourues et la consommation d'essence;"
73300.01,administrer des connaissements et tenir des carnets de route électroniquement ou manuellement;
73300.01,"communiquer avec des répartiteurs, d'autres camionneurs et des clients au moyen d'appareils de communication et d'ordinateurs de bord;"
73300.01,"effectuer, au besoin, des réparations d'urgence au bord de la route;"
73300.01,"faire partie d'une équipe de deux camionneurs ou d'un convoi, s'il y a lieu;"
73300.01,"transporter, au besoin, des substances ou des marchandises dangereuses."
73300.02,"conduire, principalement, des camions porteurs pour transporter des marchandises et des biens essentiellement dans des villes et entre des villes, sur des distances courtes;"
73300.02,"inspecter les camions avant, pendant et après le voyage et surveiller tous les aspects des véhicules, comme l'état de l'équipement, ainsi que le chargement et le déchargement de la cargaison;"
73300.02,"conduire, au besoin, des camions à usage déterminé, comme des remorqueuses, des camions basculeurs, des camions hydrovac et des bétonnières."
73301.01,conduire des autobus ou des tramways pour transporter des passagers vers des destinations locales selon un itinéraire établi;
73301.01,conduire des autocars pour transporter des passagers et des marchandises sur des parcours interurbains ou sur de longues distances;
73301.01,conduire des autobus d'excursion pour transporter des passagers à des destinations locales ou éloignées;
73301.01,conduire des autobus accessibles en fauteuil roulant et aider les passagers à monter;
73301.01,"donner des renseignements aux passagers concernant les horaires, les prix et les arrêts;"
73301.01,"encaisser le prix du passage, fournir et valider des correspondances, contrôler les laissez-passer et enregistrer les recettes;"
73301.01,inspecter le véhicule avant et après le voyage;
73301.01,"communiquer avec les passagers, les répartiteurs ou les autres conducteurs à l'aide d'une radio bidirectionnelle;"
73301.01,"signaler les accidents, les retards ou les problèmes mécaniques;"
73301.01,"fournir, au besoin, des renseignements sur les points d'intérêt durant les visites touristiques;"
73301.01,"charger et décharger, au besoin, les bagages des passagers et les envois par messageries."
73301.02,"conduire des autobus scolaires pour transporter des enfants à l'école, à la maison ou en excursions;"
73301.02,assurer la sécurité des enfants lorsqu'ils montent à bord de l'autobus et en descendent et lorsqu'ils traversent la rue lors de l'arrêt de l'autobus;
73301.02,contrôler les activités des élèves pendant le voyage afin de prévenir les distractions ou les comportements qui pourraient nuire à la sécurité;
73301.02,"transporter, s'il y a lieu, des passagers d'âge adulte en dehors des heures de classe et lors de voyages nolisés."
73301.03,conduire le métro ou un véhicule de transport sur rails en qualité de membre d'une équipe de deux personnes;
73301.03,observer les signaux aux passages à niveau et aux points d'arrivée et de départ;
73301.03,actionner les commandes pour ouvrir et fermer les portes du véhicule de transport;
73301.03,"signaler les retards, les défectuosités et les accidents au centre de communication;"
73301.03,"assurer la sécurité et le bien-être des passagers en cas d'urgence, et diriger les passagers lors de l'application des procédures d'évacuation d'urgence."
73310.01,actionner les commandes des locomotives pour assurer le transport des passagers et des marchandises par chemin de fer;
73310.01,"utiliser des systèmes de communication pour communiquer avec les membres de l'équipage et les employés de la régulation du trafic, afin d'assurer la conduite sûre de la locomotive et le respect de l'horaire;"
73310.01,examiner les locomotives qui leur sont assignées et vérifier les commandes et l'équipement.
73310.02,conduire des locomotives pour atteler et dételer des wagons en vue de leur chargement ou de leur déchargement;
73310.02,exécuter l'aiguillage conformément aux instructions reçues par écrit ou par radiotéléphone;
73310.02,"examiner les locomotives, faire le plein de carburant ou exécuter des réparations de routine sur les locomotives."
73311.01,"superviser et coordonner les activités des membres de l'équipage des trains de passagers et de marchandises à l'exception des mécaniciens de locomotive, afin d'assurer l'exécution des opérations conformément à la feuille de route et au code des règlements d'exploitation et le respect des horaires;"
73311.01,"recevoir la feuille de route et en expliquer le contenu aux serre-freins, au mécanicien de locomotive et aux autres membres de l'équipage;"
73311.01,"communiquer avec les membres de l'équipage par radiotéléphone, par signaux ou autres moyens afin de recevoir et de transmettre les instructions;"
73311.01,"prendre les billets et en percevoir le prix auprès des passagers, annoncer le nom des gares et répondre aux demandes de renseignements des passagers;"
73311.01,rédiger des rapports à la fin du trajet.
73311.02,"vérifier l'équipement et les systèmes du train tels que les appareils de climatisation et de chauffage, les freins et les tuyaux de frein avant le départ du train;"
73311.02,"communiquer avec les membres de l'équipage par radiotéléphone, par signaux ou autres moyens pour faciliter le déplacement ou la manoeuvre du train;"
73311.02,"recevoir les directives des répartiteurs, surveiller les signaux, l'état des voies ferrées et l'ouverture et la fermeture des aiguillages;"
73311.02,"actionner et relâcher les freins à main, relier les tuyaux d'air pour atteler et dételer les wagons de passagers et de marchandises, effectuer, au besoin, des réparations mineures aux attelages, aux tuyaux d'air et aux boîtes des coussinets;"
73311.02,aider à prendre les billets et à en percevoir le prix et aider les passagers à monter et à descendre du train.
73400,"manoeuvrer des machines lourdes telles que des pelles rétrocaveuses, des bulldozers, des chargeurs et des niveleuses pour creuser, déplacer, charger et niveler de la terre, de la roche, du gravier et d'autres matériaux au cours de travaux de construction ou de travaux connexes;"
73400,"manoeuvrer des bulldozers ou autres engins lourds afin de débroussailler et d'essoucher avant l'exploitation forestière, et pour la construction des chemins aux sites forestiers et aux mines à ciel ouvert;"
73400,"manoeuvrer des engins équipés de boutons de sonnette afin d'enfoncer des piliers de support de bâtiments, ponts ou autres structures;"
73400,manoeuvrer des dragues pour creuser le lit des cours d'eau et extraire des matériaux de remblayage;
73400,"manoeuvrer diverses machines lourdes pour étendre, étaler ou comprimer le béton, l'asphalte ou d'autres matériaux de revêtement au cours de la construction de routes ou d'autoroutes;"
73400,"manoeuvrer des pelles excavatrices électriques pour enlever la roche, le minerai ou d'autre matériel d'une mine à ciel ouvert, d'une mine exploitée par excavateur, d'une carrière ou d'une fouille de construction;"
73400,"manoeuvrer du matériel lourd pour déplacer, charger et décharger la cargaison;"
73400,"effectuer les vérifications préalables à l'utilisation des machines, les nettoyer, les lubrifier et en remplir les réservoirs."
73401,"lire les bons de commande afin de déterminer les spécifications du travail, telles que le temps de production, les séquences de couleur et la quantité requise, et en informer le personnel de l'imprimerie;"
73401,installer les plaques et les cylindres et faire les ajustements nécessaires;
73401,"remplir les encriers, prendre des mesures, effectuer les ajustements et déterminer les réglages nécessaires pour obtenir la couleur et la viscosité désirées;"
73401,"préparer la presse et vérifier les échantillons pour évaluer le couvrage de l'encre, l'alignement et le repérage;"
73401,vérifier les tirages réguliers à partir d'un pupitre de commande par ordinateur afin d'assurer la conformité aux normes de qualité et faire des ajustements au besoin;
73401,enlever et nettoyer les plaques et les cylindres après le tirage;
73401,diriger le personnel de l'imprimerie et veiller au respect des règles de sécurité.
73402.01,"déplacer et faire fonctionner des foreuses rotatives, pneumatiques ou autres, montées sur camion ou chenillées, afin de forer de grands trous de dynamitage aux profondeurs prescrites, aux endroits indiqués par des piquets, dans les carrières ou les mines à ciel ouvert;"
73402.01,conduire des foreuses ou perforatrices servant à forer les trous de dynamitage dans le roc sur les chantiers de construction routière ou d'autres chantiers;
73402.01,conduire des foreuses chenillées ou montées sur camion et équipées d'une tarière de sondage ou d'autres accessoires afin de forer des puits de fondation de bâtiment ou de pieux;
73402.01,"déterminer, au besoin, l'emplacement des trous à forer et disposer les piquets de repérage, charger des explosifs dans des trous de mine et faire exploser des charges afin de dégager le charbon, le minerai ou le roc."
73402.02,"lire des instructions ou des schémas, déterminer l'emplacement des trous de mines, ainsi que leur profondeur et diamètre, et effectuer des essais terrain afin de déterminer le type et la quantité d'explosifs requis;"
73402.02,"raccorder les charges avec les détonateurs choisis, les amorces, les fils du détonateur et d'autre matériel, ou indiquer la façon de procéder aux autres travailleurs;"
73402.02,charger les explosifs à la main dans les trous de mine ou diriger la manoeuvre des camions d'explosifs en vrac afin de charger les trous;
73402.02,"joindre des fils électriques, des fils des détonateurs ou des amorces en série et les joindre aux dispositifs de dynamitage, appuyer sur les poignées ou les boutons pour faire exploser les charges;"
73402.02,"assurer la manutention, l'entreposage et le transport des explosifs et des accessoires, conformément aux règlements, et voir à ce que les mesures de sécurité soient observées;"
73402.02,"conduire, au besoin, des foreuses et des perforatrices rotatives ou pneumatiques, des marteaux perforateurs fond-de-trou ou d'autres machines afin de forer des trous de mine, ou diriger le forage des trous de mines."
74100.01,trier le courrier selon sa destination;
74100.01,"enliasser, étiquetter, emballer et acheminer le courrier selon les procédures établies;"
74100.01,opérer des véhicules et de l’équipement de manutention afin de trier le courrier et de charger les camions de la poste;
74100.01,consulter les annuaires afin d'acheminer correctement le courrier à réexpédier.
74100.02,"recevoir, traiter et distribuer manuellement ou électroniquement le courrier reçu et le courrier sortant, les télécopies, les messages et les colis acheminés par messager;"
74100.02,tenir à jour des répertoires d'adresses et préparer des listes d'envoi personnalisées;
74100.02,"imprimer et photocopier des documents, introduir les documents dans les enveloppes et les adresser;"
74100.02,"peser le courrier sortant, calculer les droits d'affranchissement et affranchir le courrier avant de le trier selon le code postal;"
74100.02,"assurer, s'il y a lieu, l'exploitation et l'entretien de l'équipement des services d'impression et d'expédition."
74101,trier le courrier selon les adresses et le placer dans les sacs à courrier;
74101,"distribuer le courrier, les petits colis et les autres imprimés selon des itinéraires établis;"
74101,"livrer des télégrammes, des envois spéciaux ou du courrier exprès;"
74101,percevoir le paiement pour les envois contre remboursement;
74101,tenir un registre de la livraison du courrier recommandé;
74101,aviser de l'endroit où l'on peut prendre le courrier non livré;
74101,retourner le courrier non livré à la succursale postale.
74102,"ramasser, à pied, à bicyclette ou en véhicule, des messages, des lettres, des colis, des billets d'avion, des documents juridiques, des paquets, des chèques, des obligations, des valeurs et d'autres articles et les livrer, en main propre, aux services internes d'un établissement ou d'un établissement à l'autre dans les délais prescrits;"
74102,percevoir le paiement des articles livrés;
74102,tenir un registre des articles reçus et livrés en se servant de dispositifs de saisie de données sur les livraisons.
74200.01,"actionner, de la tour de contrôle, les commandes de signaux de trafic et les aiguillages qui contrôlent la circulation dans les gares de triage;"
74200.01,"contrôler les dispositifs de retardement d'allumage, les plaques tournantes et les aiguillages afin d'aligner les locomotives avec les wagons à atteler, à dételer ou à entretenir;"
74200.01,"manoeuvrer les wagons selon les instructions reçues déterminant l'endroit, la disposition et le nombre de wagons;"
74200.01,lubrifier les pièces mobiles des wagons et des locomotives.
74200.02,"conduire la machinerie d'entretien telle que les machines à couper les traverses, les glisseuses de traverses, les ancreuses, les souleveuses de rail, les enfonçoirs de tire-fond, les arracheuses de tire-fond, les scies à rails et les grues à traverses pour installer, entretenir, aligner et réparer les rails de la voie ferrée et pour enlever la neige des voies;"
74200.02,nettoyer les machines et faire des réparations mineures;
74200.02,patrouiller les différentes sections de la voie ferrée afin d'identifier et de signaler les parties de voie endommagées ou brisées;
74200.02,"accomplir, au besoin, toute autre tâche d'entretien des voies."
74201.01,"aider les officiers mécaniciens à effectuer le travail d'entretien de routine et à réparer le moteur, les machines et les appareils auxiliaires du bateau;"
74201.01,"vérifier les indicateurs de l'équipement, des machines et des moteurs, consigner les données et signaler les anomalies à l'officier mécanicien de quart;"
74201.01,"lubrifier les pièces mobiles des moteurs, des machines et des appareils auxiliaires;"
74201.01,assurer le fonctionnement et l'entretien des robinets et des pompes de vidange des liquides;
74201.01,entretenir les pièces des machines et assurer la propreté de la salle des machines.
74201.02,prendre le quart à leur tour et gouverner le bateau ou le navire autopropulsé conformément aux instructions de l'officier de pont;
74201.02,"assurer le fonctionnement, l'entretien et la réparation de l'équipement de pont tel que les treuils, les grues, les mâts de charge et les aussières;"
74201.02,"nettoyer la surface du pont, en piquer la rouille et les écailles et les repeindre;"
74201.02,"manoeuvrer les filins d'accostage et épisser et réparer les cordages, les câbles métalliques et les autres filins;"
74201.02,"charger, décharger et sécurisé la cargaison des navires."
74202,"conduire et faire fonctionner le matériel de piste tel que des remorqueuses, des camions-commissariat, de l'équipement de dégivrage et des véhicules de vidange des toilettes;"
74202,placer la passerelle et ouvrir ou fermer les portes de la soute à marchandises;
74202,guider ou amener l'avion à la porte d'embarquement pour faire monter et descendre les passagers et charger et décharger la marchandise;
74202,trier et charger le fret et les bagages en suivant les instructions de l'agent de vérification du chargement afin d'équilibrer la charge;
74202,"décharger, trier et acheminer le fret et les bagages;"
74202,transporter le fret entre l'avion et l'entrepôt;
74202,nettoyer et préparer l'intérieur de l'appareil pour les passagers et laver l'extérieur de l'appareil.
74203,"faire le vidange d'huile et lubrifier les trains de roulement et les pièces mobiles de voitures, de camions ou d'équipement lourd;"
74203,"graisser les flèches, les poulies, les godets et d'autres composantes de l'équipement lourd;"
74203,"remplacer les filtres à l'huile, à air et à essence des véhicules automobiles, des camions et de l'équipement lourd;"
74203,"poser des pièces de rechange, telles que des silencieux, des tuyaux d'échappement, des amortisseurs ou des radiateurs, sur des véhicules automobiles, des camions et de l'équipement lourd;"
74203,réparer des pneus et équilibrer des roues;
74203,"ajouter ou remplacer le fluide hydraulique et l'huile de la boîte de vitesses des véhicules automobiles, des camions et de l'équipement lourd;"
74203,"aider les mécaniciens et remplir d'autres fonctions, conformément aux instructions reçues;"
74203,"conduire des voitures ou des camions-atelier pour se rendre à un chantier de construction, à une exploitation forestière ou à tout autre établissement industriel, afin d'y offrir des services d'entretien."
74204.01,"vérifier, nettoyer et huiler l'équipement des réseaux de distribution d'eau tel que le matériel de pompage et de chloration et les compresseurs;"
74204.01,"régler et réparer le matériel des réseaux de distribution d'eau, sous la surveillance de personnes de métier compétentes;"
74204.01,"chercher et localiser les fuites d'eau, réparer les canalisations, les vannes ou les tuyaux de sortie;"
74204.01,installer des compteurs d'eau à l'aide d'outils manuels et mécaniques.
74204.02,vérifier et huiler les robinets de gazoducs;
74204.02,examiner les canalisations régulièrement afin de déceler et de localiser les fuites de gaz à l'aide d'instruments de détection de gaz;
74204.02,examiner les rapports de fuites de gaz afin de les localiser et d'en déterminer l'amplitude;
74204.02,déterrer les canalisations et réparer les fuites;
74204.02,"tenir un registre des réparations effectuées, de leur localisation et de l'état des canalisations;"
74204.02,fournir des renseignements sur le réseau souterrain des canalisations et observer les travaux d'excavation afin d'assurer la protection des canalisations.
74205,conduire des camions à ordures afin d'enlever les ordures et d'autres déchets et jeter le chargement aux endroits désignés;
74205,"conduire du matériel de nettoyage de rues tel que des balayeuses ou autres véhicules munis de brosses rotatives afin d'enlever le sable, les déchets et les ordures;"
74205,"conduire des chasse-neige ou des camions munis d'une pale de chasse-neige afin d'enlever la neige des rues, des routes, des stationnements et des endroits similaires;"
74205,conduire de l'équipement d'entretien d'égout tel que des nettoyeurs d'égout à jet afin d'entretenir et de réparer les systèmes d'égout;
74205,"conduire des camions munis de dispositifs pour étendre le sable, le sel ou les pierres abrasives sur les routes;"
74205,utiliser des scies à chaîne et d'autre équipement de coupe d'éclaircie pour abattre des arbres et débroussailler la végétation poussant près des lignes électriques;
74205,"vérifier, lubrifier, remplir d'essence et nettoyer l'équipement et informer le superviseur de toute défectuosité."
75100,"conduire des chariots de manutention, des tracteurs ou d'autre équipement mobile afin de charger ou de décharger les navires d'objets, tels que des conteneurs, des caisses, des automobiles, des machines portées sur palettes, et les approcher des grues et des palans;"
75100,opérer des treuils ou d'autres appareils de levage pour charger et décharger des navires et d'autres bateaux;
75100,opérer des grues mécaniques servant à charger des navires de matières telles que le charbon et le minerai;
75100,"opérer de l'équipement servant à charger des marchandises en vrac, telles que des céréales, dans la cale des navires;"
75100,raccorder des tuyaux et faire fonctionner l'équipement nécessaire au transvasement des liquides dans les citernes des bateaux;
75100,"exécuter d'autres tâches telles que brêler ou fixer la cargaison à bord des navires, ouvrir et fermer les écoutilles, nettoyer la cale des navires et installer les marchandises."
75101.01,"charger, décharger et déplacer des produits et des matériaux, à la main ou à l'aide d'accessoires de manutention;"
75101.01,"remplir d'autres fonctions liées à la manutention, telles que compter, peser, trier, emballer et déballer divers produits et matériaux."
75101.01,"exécuter d'autres tâches, s'il y a lieu, telles qu'ouvrir des conteneurs et des caisses, remplir des commandes dans un entrepôt, participer à la prise d'inventaire et peser et vérifier divers articles."
75101.02,charger des appareils ménagers et des meubles dans un camion de déménagement et les décharger;
75101.02,"charger et décharger, à l'aide de treuils et d'autres appareils de levage, des camions et des wagons, sur des quais d'entrepôts et dans des établissements industriels;"
75101.02,"conduire des camions, des tracteurs, des chargeuses et d'autre matériel industriel pour assurer le déplacement d'articles à partir de véhicules de transport et de quais ou vers ceux-ci, et pour entreposer et retirer le matériel des entrepôts;"
75101.02,"raccorder des tuyaux souples ou rigides à du matériel servant à remplir et à vider des wagons-citernes, des camions-citernes ou des réservoirs de produits chimiques ou pétroliers ou d'autres fluides et faire fonctionner ce matériel;"
75101.02,"se servir de matériel de manutention de vrac pour charger ou vider des matières telles que charbon, minerai et céréales, dans des wagons, des camions ou d'autres véhicules;"
75101.02,"faire fonctionner des transporteurs, des convoyeurs et divers appareils afin de transférer des céréales ou d'autres produits des véhicules de transport aux élévateurs, aux contenants et aux aires d'entreposage;"
75110,charger et décharger des matériaux de construction et les placer dans les aires de travail;
75110,"monter et démonter des coffrages de béton, des échafaudages, des rampes d'accès, des passerelles, des étayages et des barrières sur les chantiers de construction;"
75110,"mélanger, verser et étendre des matériaux, notamment du béton et de l'asphalte;"
75110,"aider les travailleurs qualifiés, tels que les charpentiers, les briqueteurs, les cimentiers-finisseurs, les couvreurs et les vitriers, dans l'exécution de leurs travaux respectifs;"
75110,aider les conducteurs de matériel lourd à assujettir des fixations spéciales sur les machines ou aider en guidant les conducteurs lors du déplacement des machines ou autres travaux;
75110,aider à aligner des tuyaux ou faire un travail connexe pendant la construction d'oléoducs ou de gazoducs;
75110,aider au forage et au minage de roches sur les chantiers de construction;
75110,"aider les mineurs à monter et à conduire diverses machines de forage et autre machinerie de mines à ciel ouvert, et aider à l'excavation;"
75110,niveler le sol selon la pente spécifiée à l'aide de râteaux et de pelles;
75110,"aider aux travaux de démolition de bâtiments à l'aide de barres-leviers ou autres outils, et trier, nettoyer et empiler les matériaux récupérés;"
75110,"enlever les moellons et autres débris sur les chantiers de construction à l'aide de râteaux, de pelles, de brouettes et autre équipement;"
75110,"manoeuvrer des marteaux, des vibrateurs et des pilons pneumatiques selon les directives;"
75110,"alimenter les machines ou manoeuvrer le matériel utilisé sur les chantiers de construction, notamment les mélangeurs, les compresseurs et les pompes, ou en surveiller le fonctionnement;"
75110,"nettoyer les déversements de produits chimiques et d'autres contaminants, et enlever l'amiante et d'autres matériaux dangereux;"
75110,huiler et graisser des treuils et du matériel similaire;
75110,diriger la circulation sur le chantier de construction ou à proximité de ce dernier;
75110,"exécuter d'autres tâches sur les chantiers de construction, selon les directives."
75119,"déplacer des outils, de l'équipement et d'autre matériel des aires de travail;"
75119,aider à épisser les câbles aériens et souterrains de communication et de transmission d'électricité;
75119,"aider à réparer, à entretenir et à installer de la machinerie et du matériel industriels;"
75119,"aider à réparer, à entretenir et à installer du matériel de réfrigération, de chauffage et de climatisation;"
75119,"aider à réparer, à entretenir et à installer des ascenseurs;"
75119,aider à réparer et à entretenir de la machinerie fixe génératrice et distributrice d'électricité;
75119,"aider à effectuer des réparations mécaniques, électriques et à la carrosserie d'aéronefs, de wagons de chemins de fer, d'automobiles, de camions, d'autobus, d'équipement lourd et de motocyclettes;"
75119,"aider à réparer des appareils électroménagers, des petits moteurs et de l'équipement similaire;"
75119,"mélanger des engrais, des herbicides et des pesticides et charger les mélanges dans les avions pour la pulvérisation aérienne;"
75119,"aider à effectuer des tâches d'arpentage telles que tenir et déplacer les piquets et les mires, dégager les lignes d'arpentage de broussailles et de débris et transporter les outils d'arpentage aux lieux de travail;"
75119,"accomplir, au besoin, toute autre tâche élémentaire et de manoeuvre."
75200.01,prendre des passagers et les conduire à destination en taxi ou en limousine;
75200.01,"aider les passagers à transporter leurs bagages, à monter dans le véhicule et à débarquer du véhicule, et aider les passagers ayant des besoins spéciaux;"
75200.01,encaisser le prix de la course indiqué au taximètre ou le prix convenu;
75200.01,tenir les informations sur les voyages et enregistrer les opérations au comptant et à crédit;
75200.01,rester en contact avec le répartiteur;
75200.01,"nettoyer le véhicule et faire des réparations mineures, ou faire entretenir le véhicule dans un garage;"
75200.01,"fournir, au besoin, des services de ramassage et de livraison sur demande."
75200.02,"passer prendre l'employeur ou aller à sa rencontre sur demande, sur rendez-vous ou selon un horaire;"
75200.02,conduire l'employeur à destination en automobile ou en limousine;
75200.02,"faire diverses courses personnelles et courses d'affaires pour l'employeur, par exemple prendre ou déposer le courrier, les colis et les documents d'affaires;"
75200.02,"nettoyer le véhicule et faire des réparations mineures, ou faire entretenir le véhicule dans un garage."
75201,"conduire des automobiles, fourgonnettes et camions légers afin de ramasser et de livrer divers produits, tels que repas-minute, journaux, revues, pâtisseries et produits laitiers ainsi que des marchandises, comme des vêtements nettoyés à sec;"
75201,"livrer journaux, prospectus et autres articles semblables à des résidences ou à des entreprises;"
75201,inspecter le véhicule avant et après le voyage;
75201,planifier les horaires de livraison et les voies normales;
75201,"charger et décharger la cargaison, les biens ou les marchandises;"
75201,"fournir du service à la clientèle en vendant des produits, en livrant les produits suivant un itinéraire établi, et en payant ou se faisant payer pour les produits;"
75201,"noter l'information concernant les cueillettes et les livraisons, le kilométrage du véhicule et le coût de l'essence, et signaler tout incident ou problème rencontré;"
75201,"effectuer, s'il y a lieu, le dépouillement et le tri des marchandises et de la cargaison en vue de la livraison;"
75201,"assembler; installer ou monter, s'il y a lieu, les biens ou les marchandises livrées;"
75201,"communiquer, au besoin, avec le répartiteur central au moyen d'équipement de communication sans fil."
75210.01,utiliser des systèmes de communication ou des porte-voix pour contrôler le mouvement des navires dans les environs des écluses;
75210.01,actionner des commandes pour ouvrir ou fermer les portes d'écluses;
75210.01,"actionner des commandes pour lever, abaisser ou faire pivoter le pont;"
75210.01,observer le passage des navires dans les écluses.
75210.02,indiquer aux passagers qu'ils peuvent embarquer et débarquer et diriger le chargement des véhicules;
75210.02,conduire le bac à câble à travers les voies navigables étroites;
75210.02,"exécuter des travaux d'entretien routiniers et des réparations au moteur, aux câbles et aux treuils."
75210.03,"actionner des commandes pour ajuster le niveau de l'appontement, placer ou enlever la passerelle de débarquement, ouvrir ou fermer les portes et les barrières et sécuriser ou enlever les dispositifs d'accostage;"
75210.03,indiquer aux passagers qu'ils peuvent embarquer et débarquer et diriger le chargement des véhicules;
75210.03,"percevoir, au besoin, les billets ou le prix du passage auprès des passagers."
75210.04,"gouverner des bateaux à moteur, des vedettes, des petits bacs et traversiers et d'autres bateaux semblables pour assurer le transport de passagers et de marchandises;"
75210.04,"entretenir les bateaux et l'équipement à bord tels que les moteurs, les treuils, les mâts de charge, les extincteurs et le matériel de sauvetage;"
75210.04,"exécuter, s'il y a lieu, d'autres tâches telles que vérifier les déversements d'huile ou d'autres polluants dans les ports et leurs environs, surveiller les plages et mesurer la profondeur de l'eau."
75211.01,"transporter les outils et le matériel sur un wagonnet à bras ou une draisine, et aider les travailleurs d'entretien de la voie ferrée à installer, à entretenir et à réparer les rails de la voie ferrée;"
75211.01,couper l'herbe et les broussailles le long de la voie ferrée à l'aide d'une faux et d'une débroussailleuse;
75211.01,vérifier les wagons de marchandises pour déterminer s'ils sont endommagés et s'ils sont propres.
75211.02,aider les chauffeurs de camions et de voitures de livraison à charger et à décharger les véhicules;
75211.02,exécuter des tâches de manoeuvres dans des entrepôts.
75212,"nettoyer et entretenir les trottoirs, les rues, les routes et les terrains publics des municipalités et d'autres lieux, comme membres d'une équipe de travail;"
75212,"balayer les détritus et enlever la neige encombrant les rues, les trottoirs, les terrains d'immeubles, et d'autres lieux, et charger la neige et les détritus dans des chariots ou des camions;"
75212,"charger du ciment et d'autres matériaux à la pelle dans une bétonnière, étendre du béton et de l'asphalte à l'aide de pelles, de râteaux et de lisseurs, et exécuter d'autres tâches pour aider à l'entretien et à la réfection des routes;"
75212,répandre du sable ou du sel sur les trottoirs pour faire fondre la neige et la glace;
75212,creuser des fossés et des tranchées à la pelle ou à l'aide d'autres outils manuels;
75212,utiliser des marteaux pneumatiques et des tamponnoirs pour briser les surfaces pavées;
75212,charger et décharger le matériel et l'équipement des camions;
75212,recueillir l'argent des parcomètres situés le long d'un parcours préétabli;
75212,ramasser et charger les déchets sur les camions;
75212,aider les conducteurs d'équipement à vérifier les attaches de l'équipement ou des camions;
75212,aider à l'entretien courant et à la réparation du matériel;
75212,"aider des ouvriers qualifiés tels les menuisiers, les plombiers et les mécaniciens;"
75212,"conduire, s'il y a lieu, des véhicules destinés au nettoyage des trottoirs."
80010,"surveiller et analyser les activités dans l'exploitation des forêts, des chantiers d'abattage d'arbres, des mines, des carrières, du pétrole et du gaz, ou dans la prestation des services aux industries forestières, minières, gazières et pétrolières ou dans la pêche commerciale;"
80010,recommander à la haute direction les changements opérationnels qui s'imposent pour que les prévisions de production et les procédures soient respectées;
80010,rédiger des rapports de production à l'intention de la haute direction;
80010,"s'entretenir avec d'autres directeurs pour décider des prévisions de production, pour planifier les sites d'extraction et élaborer une ligne de conduite pour l'extraction de matières premières;"
80010,"évaluer l'efficacité des sites de production afin de déterminer si le personnel, le matériel et les techniques utilisés sont suffisants, apporter des changements aux horaires de travail et modifier le matériel au besoin;"
80010,assurer le respect des règles de sécurité;
80010,embaucher du personnel et assurer sa formation;
80010,"diriger, s'il y a lieu, des travaux connexes comme la construction de voies d'accès et de logements temporaires."
